rubrique,regime,department,count
4510,Inconnu,08,5
4511,Inconnu,08,4
4722,Inconnu,08,2
4734,Inconnu,08,7
98BIS,,08,3
1414,,08,12
2560,Autorisation,08,18
2563,,08,1
1611,,08,1
261,Autorisation,08,1
261,,08,3
2910,,08,41
2915,,08,5
2920,,08,21
355,,08,14
361,,08,11
1412,,08,14
2515,Enregistrement,08,4
1180,,08,13
2920,Autorisation,08,20
2921,Autorisation,08,13
120,,08,1
1432,Inconnu,08,31
1434,Inconnu,08,9
1520,,08,9
153BIS,Autorisation,08,3
183BIS,Autorisation,08,1
217,,08,1
2515,Inconnu,08,1
2517,,08,3
2521,Autorisation,08,2
253,,08,6
47BIS,Autorisation,08,1
89BIS,,08,1
261BIS,Inconnu,08,1
361,Inconnu,08,2
288,,08,6
289,,08,3
50,,08,2
281,Autorisation,08,1
285,,08,6
3,,08,4
211,,08,5
253,Autorisation,08,1
261BIS,,08,3
376BIS,Autorisation,08,3
68,,08,1
89,Autorisation,08,2
1435,,08,5
1630,Inconnu,08,9
2160,Inconnu,08,7
2230,Autorisation,08,3
2910,Autorisation,08,7
2925,,08,30
3642,Autorisation,08,2
1412,Inconnu,08,14
1418,Inconnu,08,12
2560,,08,15
2566,Autorisation,08,5
2567,Autorisation,08,5
2661,Autorisation,08,15
2662,,08,12
1416,,08,3
1715,Autorisation,08,6
1720,,08,2
1720,Inconnu,08,2
405,,08,14
121,,08,1
1BIS,,08,5
211BIS,,08,1
272,,08,5
282,Autorisation,08,1
284,Inconnu,08,1
406,,08,10
1433,,08,4
2450,Autorisation,08,1
2564,Autorisation,08,1
2640,,08,2
2663,Autorisation,08,3
2915,Autorisation,08,3
211,Autorisation,08,1
6,,08,1
1510,Inconnu,08,10
195,,08,14
284,,08,4
328BIS,,08,1
89TER,Autorisation,08,1
1111,Inconnu,08,4
1155,Inconnu,08,6
1331,Inconnu,08,11
153BIS,,08,8
182BIS,Autorisation,08,1
2160,Autorisation,08,16
2175,,08,5
357SEP,Inconnu,08,2
1136,,08,4
2260,Inconnu,08,12
242,Autorisation,08,1
2921,Enregistrement,08,8
2445,Autorisation,08,2
2450,,08,3
2750,Autorisation,08,1
2517,Inconnu,08,1
2710,,08,5
2712,Enregistrement,08,6
2713,Enregistrement,08,2
255,,10,4
1155,Inconnu,10,17
1172,Inconnu,10,26
1185,Inconnu,10,2
1200,Inconnu,10,5
1411,Inconnu,10,2
1432,Inconnu,10,54
1510,Inconnu,10,25
1611,Inconnu,10,12
1630,Inconnu,10,14
2220,Inconnu,10,4
2221,,10,2
2230,Inconnu,10,2
2340,Autorisation,10,3
2450,Inconnu,10,2
2564,,10,4
2564,Inconnu,10,3
2663,Inconnu,10,21
2910,,10,57
2920,,10,34
2925,,10,49
1310,Autorisation,08,1
1311,Autorisation,08,1
1313,Autorisation,08,1
2793,Autorisation,08,1
4210,,08,2
2799,Autorisation,08,1
1131,Inconnu,08,9
2175,Inconnu,08,5
272BIS,,08,2
81BIS,,08,2
81QUA,Autorisation,08,1
2254,Autorisation,08,1
2662,Autorisation,08,4
1200,Inconnu,08,2
1412,Autorisation,08,1
1414,Autorisation,08,1
1450,,08,2
2661,,08,5
2662,Enregistrement,08,4
1155,,08,6
1172,,08,7
1331,,08,2
2175,Autorisation,08,3
1220,,08,10
2551,Autorisation,08,13
2160,,08,1
2552,Autorisation,08,6
286,Autorisation,10,21
1450,Inconnu,08,2
3260,Autorisation,08,1
1158,Autorisation,08,4
1185,Inconnu,08,3
1510,Autorisation,08,3
1510,Enregistrement,08,2
1530,Autorisation,08,1
1531,,08,3
1532,Autorisation,08,2
2410,Autorisation,08,5
2410,Enregistrement,08,2
2560,Inconnu,08,5
2921,Inconnu,08,1
3110,Autorisation,08,3
3610,Autorisation,08,4
4715,Inconnu,08,1
4718,Inconnu,08,1
4725,Inconnu,08,1
2415,Autorisation,08,4
2524,,08,3
2760,Enregistrement,10,15
1436,Inconnu,08,1
1530,Enregistrement,08,1
2160,Enregistrement,08,2
4110,Inconnu,08,2
4120,Inconnu,08,2
4130,Inconnu,08,2
4140,Inconnu,08,2
4150,Inconnu,08,1
4321,Inconnu,08,1
4330,Inconnu,08,1
4702,Inconnu,08,3
4718,,08,3
4801,Autorisation,08,1
2516,Enregistrement,08,1
2516,,08,1
2522,,08,1
1532,Inconnu,08,3
2660,Autorisation,08,2
282,,08,6
211,Inconnu,08,1
81,Autorisation,08,1
338,,08,1
341,,08,1
2311,Autorisation,08,2
2321,,08,1
2330,Autorisation,08,2
2640,Inconnu,08,1
2523,Autorisation,08,2
98BIS,Inconnu,08,1
2565,Autorisation,54,15
2910,,54,47
2920,,54,43
2940,Autorisation,54,23
1432,,54,39
1510,Autorisation,54,16
1510,Enregistrement,54,2
2662,,54,12
2663,Inconnu,54,5
2685,,54,1
2910,Inconnu,54,23
2920,Autorisation,54,40
2925,,54,57
2714,Autorisation,08,2
1530,Enregistrement,10,6
2160,,10,10
2260,Autorisation,10,28
153BIS,,51,5
1BIS,,51,4
211BIS,,51,2
253,,51,32
2565,Autorisation,51,25
281,,51,3
282,,51,3
285,,51,2
355,,51,17
405,,51,6
406,,51,3
2781,,10,1
2781,Autorisation,10,1
2910,Enregistrement,10,3
3660,Autorisation,10,5
2711,Autorisation,33,6
2791,,33,7
2980,Autorisation,10,55
2712,Enregistrement,10,7
2710,,10,10
2710,Enregistrement,10,4
2716,Inconnu,10,3
2794,,10,1
1435,Inconnu,10,23
1532,,10,14
2260,Inconnu,10,20
2410,Enregistrement,10,3
2915,,10,8
4511,Inconnu,10,7
4718,Inconnu,10,8
4725,Inconnu,10,8
4734,Inconnu,10,19
2517,Enregistrement,10,3
2521,Enregistrement,10,1
4734,,10,4
4801,,10,3
2515,Autorisation,10,16
2515,Enregistrement,10,10
2340,Enregistrement,51,2
91,Autorisation,51,2
120,,51,4
1521,Autorisation,51,2
153BIS,Autorisation,51,6
183BIS,Autorisation,51,1
217,,51,1
2515,Autorisation,51,17
2517,Enregistrement,51,6
2521,Autorisation,51,7
2910,Autorisation,51,38
2915,,51,16
4801,,51,3
2517,Autorisation,10,4
2518,,10,1
2517,Inconnu,10,6
253,Autorisation,10,1
261BIS,Autorisation,10,4
253,,10,25
2330,Autorisation,10,8
355,,10,9
361,,10,10
322,Autorisation,10,24
1432,,10,31
1530,,10,11
2450,Autorisation,10,3
2565,Autorisation,10,16
2663,,10,4
2910,Autorisation,10,28
2915,Autorisation,10,4
2940,Autorisation,10,17
3670,Autorisation,10,3
4130,Inconnu,10,11
4331,Enregistrement,10,2
4510,Inconnu,10,10
4715,Inconnu,10,1
1510,Enregistrement,10,8
1434,,10,22
1435,Autorisation,10,1
1520,,10,5
2260,,10,27
2930,Inconnu,10,15
3642,Autorisation,10,10
1158,,10,1
1414,,10,6
153BIS,Autorisation,10,12
167,Autorisation,10,22
211BIS,,10,6
2410,Autorisation,10,7
2566,Autorisation,10,3
2661,,10,7
272,,10,3
282,,10,2
288,,10,3
405,,10,11
406,,10,7
81,,10,2
68,Inconnu,10,1
211,,10,5
2560,Autorisation,10,7
281,Autorisation,10,1
285,,10,1
1111,Autorisation,10,16
1131,,10,8
1150,Autorisation,10,4
1220,,10,5
209,,10,2
2530,Autorisation,10,3
2531,Autorisation,10,3
2575,,10,10
409,Autorisation,10,2
1111,,10,19
1131,Autorisation,10,4
1155,Autorisation,10,8
1172,Autorisation,10,4
1172,,10,7
1173,,10,7
1173,Inconnu,10,28
1331,Inconnu,10,32
1332,Inconnu,10,15
1450,,10,1
1510,,10,18
1523,,10,2
2160,Enregistrement,10,9
2175,,10,31
2175,Autorisation,10,34
2714,,10,8
2718,,10,5
1435,,10,10
1530,Inconnu,10,25
2711,,10,7
2713,,10,4
2714,Autorisation,10,7
2715,,10,2
2716,,10,6
2718,Autorisation,10,7
2791,,10,3
2910,Inconnu,10,31
2920,Autorisation,10,24
3550,Autorisation,10,3
1220,Inconnu,10,16
2712,Autorisation,10,4
2713,Autorisation,10,7
2719,,10,2
2791,Inconnu,10,1
118,,10,1
225,Autorisation,10,1
261,,10,1
2661,Autorisation,10,5
2921,,10,13
361,Autorisation,10,4
385QUA,,10,1
4802,,10,2
57,Autorisation,10,1
96,,10,1
2662,Autorisation,10,6
2921,Autorisation,10,7
284,,10,3
3260,Autorisation,10,4
1331,,10,12
1434,Inconnu,10,17
211,Autorisation,10,3
253,Inconnu,10,4
2920,Inconnu,10,31
193,,54,1
286,Autorisation,54,29
1185,Autorisation,10,1
1420,Autorisation,10,1
1720,,10,5
1720,Inconnu,10,4
2560,,10,10
2660,Autorisation,10,1
2663,Autorisation,10,4
3410,Autorisation,10,2
1131,Inconnu,10,27
1155,,10,4
2160,Autorisation,10,35
1450,Inconnu,10,12
1523,Inconnu,10,13
1520,,35,24
2521,Autorisation,35,46
2910,Autorisation,35,13
2915,,35,30
1412,,10,11
182BIS,Autorisation,10,11
376BIS,Autorisation,10,10
89,Autorisation,10,9
1331,Autorisation,10,3
153BIS,,10,7
357SEP,,10,4
1173,Autorisation,10,2
1200,,10,5
1436,,10,1
1450,Autorisation,10,1
1523,Autorisation,10,2
4001,Autorisation,10,1
4110,Autorisation,10,2
4120,Autorisation,10,2
4130,Autorisation,10,2
4140,Autorisation,10,2
4150,Autorisation,10,1
4331,,10,1
4440,,10,1
1416,Inconnu,10,2
1418,Inconnu,10,12
2515,Inconnu,10,4
2640,Inconnu,10,2
281,,10,2
50,Autorisation,10,3
89,,10,4
2171,,10,6
2225,Autorisation,10,7
261BIS,Inconnu,10,1
265,Autorisation,10,2
305BIS,Inconnu,10,1
357SEP,Autorisation,10,3
1436,Inconnu,10,3
4140,Inconnu,10,7
4150,Inconnu,10,2
4330,Inconnu,10,2
4331,Inconnu,10,7
4702,Inconnu,10,4
4702,,10,2
2713,Enregistrement,10,1
2712,Enregistrement,51,13
2712,Autorisation,51,5
1185,,10,2
1311,Inconnu,10,1
1418,,10,5
2410,,10,1
2563,Enregistrement,10,1
2940,,10,11
4719,Inconnu,10,7
201,,10,1
242,Autorisation,10,1
120,,10,2
183BIS,Autorisation,10,1
217,,10,2
2517,,10,11
2521,Autorisation,10,6
261BIS,,10,5
1158,Inconnu,10,1
1412,Inconnu,10,21
1433,Inconnu,10,3
1532,Inconnu,10,12
2560,Enregistrement,10,4
2561,,10,6
2661,Inconnu,10,5
2662,Inconnu,10,9
2662,,10,8
2710,Inconnu,10,9
2711,Inconnu,10,4
2713,Inconnu,10,4
329,Autorisation,10,7
98BIS,,10,10
1510,Autorisation,10,12
2160,Inconnu,10,4
2255,Inconnu,10,2
2560,Inconnu,10,7
1175,,10,4
2321,,10,1
1111,Inconnu,10,10
2552,Autorisation,10,3
2552,,10,1
272BIS,,10,3
67,,10,3
81BIS,,10,1
1175,Autorisation,10,1
1180,,10,5
1715,Autorisation,10,4
1432,Autorisation,10,7
1433,Autorisation,10,2
1434,Autorisation,10,13
1520,Autorisation,10,9
1521,Autorisation,10,1
261,Autorisation,10,1
395,,10,2
1431,Autorisation,10,3
1611,Autorisation,10,2
1630,Autorisation,10,2
1630,,10,2
1715,,10,2
2250,Autorisation,10,4
2520,Autorisation,10,2
2781,Inconnu,10,1
2921,Enregistrement,10,4
2930,,10,6
3110,Autorisation,10,7
3310,Autorisation,10,1
4331,Autorisation,10,2
4510,,10,3
4801,Autorisation,10,4
2565,Inconnu,10,2
68,,10,1
98BIS,Inconnu,10,1
128,Autorisation,10,2
2310,Autorisation,10,1
2311,Autorisation,10,1
1530,Autorisation,10,7
211,Inconnu,10,3
2415,Autorisation,10,3
2220,Autorisation,10,4
2221,Autorisation,10,6
1136,Inconnu,10,2
2221,Enregistrement,10,3
4725,,10,1
2716,Autorisation,10,2
2760,Autorisation,10,4
2780,,10,4
2791,Autorisation,10,8
2795,,10,1
2799,Autorisation,10,3
3540,Autorisation,10,3
2714,Inconnu,10,3
119,,10,3
153,,10,1
33,,10,1
1511,Enregistrement,10,1
1611,,10,4
2265,Autorisation,10,2
2430,Autorisation,10,1
2440,Autorisation,10,1
2564,Autorisation,10,1
3610,Autorisation,10,4
4120,Inconnu,10,3
4310,Inconnu,10,2
4321,Inconnu,10,4
89BIS,Autorisation,10,1
89TER,Autorisation,10,1
1435,Enregistrement,10,1
2640,,10,3
2410,Inconnu,10,3
2523,Autorisation,10,1
2570,Autorisation,10,1
2570,,10,1
2340,,10,1
2781,Enregistrement,51,2
2910,Inconnu,51,70
4310,,51,3
2515,,51,31
2517,,51,12
1412,Autorisation,10,1
2662,Enregistrement,10,2
2663,Enregistrement,10,5
2795,Autorisation,10,1
2252,,10,1
2253,Autorisation,10,1
2711,Autorisation,10,3
2790,Autorisation,10,5
3510,Autorisation,10,1
1531,,10,2
1411,,10,1
1433,,10,2
4130,,10,3
4511,Autorisation,10,3
66,,10,1
1220,,51,6
1431,Autorisation,51,3
1432,,51,52
1434,Autorisation,51,18
1611,,51,10
1720,,51,6
1720,Inconnu,51,7
2250,Autorisation,51,3
2910,,51,80
2920,Autorisation,51,57
2921,Autorisation,51,12
2921,,51,31
1412,Inconnu,51,53
1414,,51,14
1434,,51,33
1435,,51,16
1510,Autorisation,51,26
253,Inconnu,51,8
2925,,51,127
1111,,51,27
1155,,51,28
1173,Inconnu,51,47
1331,Inconnu,51,55
1412,,51,24
1432,Inconnu,51,95
1435,Inconnu,51,78
1436,Inconnu,51,36
2160,Autorisation,51,72
2175,,51,30
2260,,51,53
4718,,51,9
2781,Enregistrement,10,2
4320,,10,1
2102,Autorisation,10,3
1434,Inconnu,51,31
2663,Inconnu,51,22
286,Autorisation,51,20
2930,Inconnu,51,36
1180,,54,21
1510,Inconnu,54,11
1611,Inconnu,54,13
1630,Inconnu,54,13
2560,Enregistrement,54,4
2730,Autorisation,10,1
2731,Autorisation,10,1
2111,Autorisation,10,1
2980,Autorisation,51,7
2510,Autorisation,51,51
4734,Inconnu,51,18
2515,Enregistrement,51,11
1530,,51,62
167,Autorisation,51,22
2714,Autorisation,51,9
2716,Autorisation,51,11
2791,Autorisation,51,18
322,Autorisation,51,15
329,Autorisation,51,6
98BIS,,51,5
1510,Enregistrement,51,25
1511,,51,14
1530,Enregistrement,51,9
2662,Enregistrement,51,8
2663,Enregistrement,51,10
4320,,51,1
4321,,51,1
4330,,51,1
4331,,51,2
4755,,51,3
2111,Enregistrement,51,2
1136,Autorisation,51,6
1185,,51,11
1511,Enregistrement,51,3
1532,Inconnu,51,19
1611,Inconnu,51,19
1630,Inconnu,51,31
1715,Autorisation,51,3
2220,Autorisation,51,4
2260,Autorisation,51,62
2265,Autorisation,51,4
2661,,51,14
2662,,51,19
2921,Enregistrement,51,10
1220,Inconnu,51,40
1418,,51,9
2516,Inconnu,51,2
2517,Autorisation,51,4
2523,Autorisation,51,4
2560,Inconnu,51,10
2564,,51,4
2640,Autorisation,51,2
2661,Inconnu,51,5
2662,Inconnu,51,19
2663,,51,7
2920,,51,76
1158,Inconnu,51,1
1418,Inconnu,51,37
1433,,51,14
211,Inconnu,51,5
2522,Inconnu,51,2
2560,Autorisation,51,11
2940,Autorisation,51,16
2940,,51,24
4725,,51,9
1530,Inconnu,51,27
2711,,51,3
2760,Autorisation,51,4
322,Inconnu,51,4
3540,Autorisation,51,2
1432,Autorisation,51,14
2170,Autorisation,51,9
2240,Inconnu,51,1
2250,Enregistrement,51,3
2255,Inconnu,51,7
2260,Inconnu,51,16
2631,,51,2
2640,,51,6
4310,Inconnu,51,2
4718,Inconnu,51,19
4719,Inconnu,51,10
4755,Autorisation,51,2
2450,Autorisation,51,5
2560,,51,25
1185,Inconnu,51,8
1510,,51,41
1520,Autorisation,51,15
1532,,51,15
2160,,51,10
2930,,51,5
4801,Autorisation,51,6
286,Autorisation,88,23
1172,,51,33
1450,Autorisation,51,9
2771,Autorisation,51,5
3520,Autorisation,51,3
4511,,51,3
98BIS,Inconnu,51,2
2445,Autorisation,51,7
2450,Inconnu,51,5
1131,Autorisation,51,10
1131,,51,18
1138,,51,1
1172,Inconnu,51,19
1173,Autorisation,51,3
1175,Autorisation,51,3
1180,,51,39
1200,,51,8
1455,,51,1
1610,Autorisation,51,1
1611,Autorisation,51,5
1630,,51,11
2160,Inconnu,51,11
2220,Enregistrement,51,3
2255,,51,6
2718,Autorisation,51,13
4130,Inconnu,51,5
4130,Autorisation,51,3
4331,Enregistrement,51,5
4421,,51,1
4440,,51,2
4510,,51,4
4511,Autorisation,51,1
1155,Inconnu,51,14
1190,Inconnu,51,4
2225,Autorisation,51,6
361,Autorisation,51,5
89,Autorisation,51,6
1131,Inconnu,51,22
1175,Inconnu,51,3
1200,Inconnu,51,6
2220,,51,2
2221,,51,2
2340,Autorisation,51,3
2410,Inconnu,51,2
261BIS,,51,10
2685,,51,3
2935,Inconnu,51,1
2950,Autorisation,51,1
2950,,51,1
328BIS,,51,2
385QUA,,51,4
4130,,51,3
1433,Inconnu,51,5
1710,,51,2
1710,Inconnu,51,2
2311,Autorisation,51,2
2450,,51,4
2661,Autorisation,51,9
1520,,51,11
2915,Autorisation,51,3
2260,,88,9
2710,,88,41
2710,Enregistrement,88,22
2160,Enregistrement,51,7
2520,Autorisation,51,5
1111,Autorisation,51,10
1132,,51,1
1510,Inconnu,51,30
2522,,51,2
2564,Autorisation,51,2
2575,,51,10
3260,Autorisation,51,2
2713,Enregistrement,51,4
2410,Enregistrement,51,2
81,,51,1
81BIS,,51,5
3642,Autorisation,51,5
1111,Inconnu,51,14
2175,Autorisation,51,9
1331,,51,15
2415,Autorisation,51,3
2781,Enregistrement,52,6
2910,Inconnu,52,26
254,,23,1
255,,23,2
281,,23,3
33BIS,,23,1
405,,23,2
2410,,51,2
1190,,51,2
2560,Enregistrement,51,3
2561,,51,8
2565,Enregistrement,51,2
2566,Autorisation,51,4
2714,,51,14
2445,,51,1
1212,Autorisation,51,2
2226,Autorisation,51,3
68,,51,2
2440,Autorisation,51,1
333,,51,2
261,Autorisation,51,1
2717,Autorisation,51,2
89,,51,4
1523,Inconnu,51,5
2175,Inconnu,51,8
2275,Autorisation,51,8
2567,Autorisation,51,3
2565,,51,7
1150,Inconnu,51,1
1185,Autorisation,51,2
1416,Inconnu,51,5
4120,,51,2
4715,,51,1
1175,,51,2
2662,Autorisation,51,11
2714,Inconnu,51,2
2715,,51,3
2564,Inconnu,51,4
2760,Enregistrement,52,7
1450,,51,5
1523,,51,4
2795,Autorisation,51,1
1530,Autorisation,51,4
4725,Inconnu,51,7
4802,Inconnu,51,7
1450,Inconnu,51,2
2171,,51,10
4110,Inconnu,51,3
4120,Inconnu,51,4
4140,Inconnu,51,5
4411,Inconnu,51,1
4510,Inconnu,51,7
4702,Inconnu,51,1
4702,,51,3
2752,Autorisation,51,1
2713,,51,1
2570,Autorisation,51,1
2570,,51,1
2640,Inconnu,51,2
1332,Inconnu,51,2
182BIS,Autorisation,51,4
305BIS,,51,1
4331,Inconnu,51,9
4440,Inconnu,51,1
4511,Inconnu,51,5
2661,Enregistrement,51,3
4734,,51,6
2940,Inconnu,51,1
1411,,51,1
2660,Autorisation,51,2
2521,Enregistrement,51,2
2780,,51,3
167,Autorisation,54,33
2910,Autorisation,54,31
322,Autorisation,54,16
281,Autorisation,51,2
2240,Autorisation,51,1
2795,,51,1
1435,Enregistrement,51,5
2517,Inconnu,51,4
2713,Inconnu,51,3
2760,Enregistrement,55,12
2221,Autorisation,51,1
1435,Autorisation,51,1
4735,Autorisation,51,1
2515,Inconnu,51,2
1715,,51,1
2711,Inconnu,51,2
1136,,51,2
4735,,51,4
4735,Inconnu,51,1
2714,Enregistrement,51,2
2716,Enregistrement,51,1
2540,Autorisation,51,1
2663,Autorisation,51,6
2750,Autorisation,51,2
2170,,51,1
2718,,51,2
2716,,51,3
2780,Autorisation,51,5
2521,,51,2
2710,Autorisation,35,43
1220,,55,5
2560,,55,11
2575,,55,14
2920,,55,28
2940,Autorisation,55,13
2980,Autorisation,52,20
2410,Enregistrement,52,2
2910,Enregistrement,52,4
2160,,55,3
2171,,55,5
2781,Enregistrement,55,2
2910,Inconnu,55,17
4310,,55,2
2254,Autorisation,55,1
2661,,55,8
2662,,55,12
2510,Autorisation,52,33
2515,Enregistrement,52,6
2515,,52,8
2517,Inconnu,52,4
2560,,52,14
2561,,52,22
2565,Autorisation,52,26
2565,,52,12
1432,Inconnu,52,17
1434,Inconnu,52,12
1435,Inconnu,52,15
2546,Autorisation,52,1
2552,Autorisation,52,2
2713,Autorisation,52,8
286,Autorisation,52,15
2910,,52,41
2920,Inconnu,52,4
1175,Autorisation,52,1
1414,,52,5
1433,,52,5
2560,Autorisation,52,13
2575,,52,24
2940,Autorisation,52,24
2940,Inconnu,52,7
361,,52,2
2661,,52,4
2920,Autorisation,52,22
2940,,52,8
1131,,52,9
1412,,52,13
1418,,52,8
1611,,52,1
2567,Autorisation,52,4
2921,,52,14
1BIS,,52,2
282,,52,3
285,,52,1
153BIS,Autorisation,52,1
2910,Autorisation,52,2
1530,Inconnu,52,14
1630,Inconnu,52,5
2560,Inconnu,52,9
2925,,52,28
3260,Autorisation,52,3
4120,,52,3
4130,Inconnu,52,2
4140,Inconnu,52,1
4320,Inconnu,52,7
4331,Inconnu,52,8
4440,Inconnu,52,2
4510,,52,1
4511,Inconnu,52,8
4719,Inconnu,52,9
4725,Inconnu,52,6
2718,Autorisation,52,2
2791,Autorisation,52,3
1180,,52,12
1530,,52,10
2662,,52,6
1416,,52,3
1715,Autorisation,52,3
2560,Enregistrement,52,14
2563,Enregistrement,52,3
2564,,52,8
4715,,52,2
2551,Autorisation,52,10
3240,Autorisation,52,6
4718,Inconnu,52,12
4734,Inconnu,52,15
1131,Autorisation,52,2
1131,Inconnu,52,3
1158,,52,4
1173,Inconnu,52,9
1220,,52,8
1412,Inconnu,52,10
1432,Autorisation,52,3
1455,,52,3
1510,,52,7
1510,Enregistrement,52,1
167,Autorisation,52,8
195,,52,7
2410,Inconnu,52,4
2410,,52,4
2515,Inconnu,52,3
2661,Inconnu,52,5
2662,Inconnu,52,6
2713,Enregistrement,52,2
2760,Autorisation,52,7
2760,Inconnu,52,3
2930,Inconnu,52,11
2950,Inconnu,52,3
4120,Inconnu,52,1
4725,,52,3
375,,52,1
405,,52,3
406,,52,2
1136,Autorisation,52,2
1136,,52,5
1450,,52,1
2662,Autorisation,52,3
2661,Autorisation,52,3
2663,,52,6
2921,Autorisation,52,6
2921,Enregistrement,52,3
153BIS,,52,2
211,,52,3
261BIS,,52,1
89,Autorisation,52,2
2175,Inconnu,52,1
288,,52,1
2921,Inconnu,52,1
2231,,52,2
2260,Autorisation,52,1
2716,Autorisation,52,2
2450,Inconnu,52,1
2661,Enregistrement,52,2
2662,Enregistrement,52,1
1172,,52,3
2713,Inconnu,52,3
2714,,52,2
2771,Autorisation,52,2
3520,Autorisation,52,1
4718,,52,4
2160,Inconnu,55,6
2663,Inconnu,24,12
2712,Autorisation,24,2
2517,,52,12
2410,Autorisation,52,5
1531,,52,1
1532,,52,1
2260,Inconnu,52,3
2260,,52,7
1510,Autorisation,52,3
1155,,52,1
1510,Inconnu,52,6
2160,Autorisation,52,4
1310,Autorisation,52,1
1311,Autorisation,52,1
1313,Autorisation,52,1
2793,,52,1
2793,Autorisation,52,1
4210,Autorisation,52,2
4220,Autorisation,52,2
2518,,52,1
2780,Autorisation,52,3
4734,,52,2
2780,,52,1
1716,Autorisation,52,1
4802,,52,1
3660,Autorisation,52,1
1150,Autorisation,54,3
1172,,54,8
1220,,54,11
2524,,54,2
2530,Autorisation,54,3
2575,,54,17
1434,Inconnu,54,14
2515,,54,11
253,Inconnu,54,6
2920,Inconnu,54,15
2560,,54,16
2567,Autorisation,54,6
3,,54,5
2160,Autorisation,54,3
1412,,54,18
1418,,54,10
1432,Inconnu,54,36
1520,Autorisation,54,8
1720,Inconnu,54,8
2515,Inconnu,54,3
2541,Autorisation,54,2
2770,Autorisation,54,1
2930,,54,9
1151,Autorisation,54,1
1412,Inconnu,54,10
1416,Autorisation,54,1
1416,Inconnu,54,2
1432,Autorisation,54,6
1435,Inconnu,54,6
1611,,54,2
1630,,54,2
1715,Autorisation,54,8
2515,Autorisation,54,38
2716,Inconnu,54,1
2921,Autorisation,54,14
2921,Enregistrement,54,5
3110,Autorisation,54,1
4510,,54,1
4715,Inconnu,54,1
4718,Inconnu,54,1
4719,Inconnu,54,2
4734,Inconnu,54,2
4802,,54,2
2564,,54,5
1173,Inconnu,54,3
1410,Autorisation,54,1
2915,,54,16
1136,Autorisation,54,6
1414,,54,16
1418,Inconnu,54,12
1530,,54,20
1710,Autorisation,54,3
2160,,54,4
2252,Autorisation,54,2
2253,Autorisation,54,3
2260,Autorisation,54,11
2275,Autorisation,54,3
2661,,54,9
2662,Autorisation,54,16
2921,,54,20
2930,Inconnu,54,12
2560,Autorisation,54,12
2561,,54,4
2566,Autorisation,54,2
329,Autorisation,54,5
1530,Inconnu,54,17
2240,Autorisation,54,4
1138,Autorisation,54,4
1185,,54,2
1200,,54,6
1411,,54,3
1433,,54,7
1434,,54,19
1450,,54,3
1631,Autorisation,54,2
1720,,54,11
2517,,54,5
2520,Autorisation,54,2
2565,Inconnu,54,2
2760,Autorisation,54,7
1412,,24,13
1432,Inconnu,24,66
2340,Enregistrement,24,2
2910,,24,32
2920,Inconnu,24,22
1155,,54,3
153BIS,Inconnu,54,3
261BIS,Inconnu,54,1
3,Inconnu,54,1
355,,54,8
361,Inconnu,54,2
376BIS,,54,2
81BIS,Inconnu,54,1
89,Autorisation,54,2
1530,,57,28
2410,Enregistrement,57,2
305BIS,,54,1
2260,Inconnu,54,2
1520,Inconnu,54,2
2546,Autorisation,54,1
2552,Autorisation,54,1
2713,Autorisation,54,7
2340,Autorisation,54,3
261BIS,,54,6
91,Autorisation,54,1
2230,Autorisation,54,2
242,,54,2
361,,54,5
2410,Inconnu,54,1
2415,Autorisation,54,7
1BIS,,54,5
405,,54,10
406,,54,9
1220,Inconnu,54,8
1630,Autorisation,54,1
2940,,54,6
2562,Autorisation,54,2
2660,Autorisation,54,2
2661,Autorisation,54,12
2663,,54,7
2915,Autorisation,54,4
2410,,54,5
98BIS,,54,9
1510,,54,12
2160,Inconnu,54,4
2450,,54,2
1511,,54,1
2230,,54,4
2265,Autorisation,54,1
3642,Autorisation,54,1
4735,,54,1
2552,Autorisation,57,11
2560,Autorisation,57,46
2564,,57,13
2910,,57,88
2920,,57,80
2921,,57,35
1131,Autorisation,54,6
1212,,54,2
2410,Autorisation,54,4
1111,Autorisation,54,9
1131,,54,5
1175,,54,1
1416,,54,1
153BIS,,54,6
361,Autorisation,54,4
1310,Autorisation,54,2
1311,,54,2
1330,Inconnu,54,1
2935,,54,2
2950,,54,2
1520,,54,16
153BIS,Autorisation,54,5
1612,Inconnu,54,1
1715,,54,2
195,,54,5
211,,54,3
253,,54,8
2545,Autorisation,54,3
2560,Inconnu,54,6
281,,54,3
285,,54,3
328BIS,,54,3
385QUA,,54,1
68,,54,2
89BIS,,54,1
1175,Autorisation,54,1
1450,Autorisation,54,5
1521,,54,3
2522,Inconnu,54,1
2541,Inconnu,54,1
2661,Inconnu,54,2
2662,Inconnu,54,5
272,,54,4
282,Autorisation,54,1
284,,54,1
6,,54,2
98BIS,Inconnu,54,5
182,Autorisation,54,1
376BIS,Autorisation,54,1
2712,Autorisation,54,5
2661,Enregistrement,54,2
2663,Autorisation,54,5
1150,,54,2
1311,Autorisation,54,3
2517,Autorisation,54,3
2720,Autorisation,54,1
95,,54,2
1310,,54,3
2712,Enregistrement,54,1
2752,Autorisation,54,1
2910,Enregistrement,54,1
4722,Inconnu,54,1
4725,,54,1
2516,Inconnu,54,4
2717,,54,1
2718,Autorisation,54,3
2791,Autorisation,54,6
2935,Autorisation,54,2
1520,Inconnu,24,2
