rubrique,regime,department,count
2531,Autorisation,27,1
2567,Autorisation,27,2
3330,Autorisation,27,2
1136,Autorisation,76,14
1138,Autorisation,76,8
1190,,76,3
1200,Inconnu,76,6
1220,Inconnu,76,26
1330,,76,2
1331,,76,5
1412,Inconnu,76,29
1416,,76,13
1416,Inconnu,76,6
1418,Inconnu,76,22
1434,Autorisation,76,54
1610,Autorisation,76,4
1611,Autorisation,76,14
1630,Inconnu,76,24
1720,,76,21
1720,Inconnu,76,14
211,,76,18
2175,Autorisation,76,2
2560,,76,31
2910,,76,144
1435,Inconnu,76,24
1510,Inconnu,76,25
211,Inconnu,76,10
2662,,76,40
2915,,76,43
2930,,76,9
2940,Autorisation,76,21
3670,Autorisation,76,4
4421,Inconnu,76,3
4719,Inconnu,76,11
4725,Inconnu,76,12
4734,Inconnu,76,24
1140,Autorisation,27,1
1150,,27,3
1158,Autorisation,27,5
1175,,27,5
1212,Autorisation,27,2
1330,Inconnu,27,1
1416,Inconnu,27,2
1433,,27,13
1434,Autorisation,27,14
1611,,27,3
1612,,27,1
1810,,27,2
1820,Autorisation,27,1
1185,Autorisation,27,2
2253,Autorisation,27,1
2255,Autorisation,27,3
2560,Inconnu,27,6
4755,Autorisation,27,2
2663,Autorisation,27,12
2915,Autorisation,27,6
2661,Enregistrement,27,1
2711,,27,4
2712,Autorisation,27,8
2713,Autorisation,27,2
2713,Enregistrement,27,10
2716,Autorisation,27,3
2716,Enregistrement,27,6
2718,Autorisation,27,10
2260,Enregistrement,27,1
1721,Autorisation,76,1
2661,Autorisation,76,33
2661,Enregistrement,76,7
2663,,76,21
1155,,27,2
2160,Autorisation,27,24
2175,Inconnu,27,5
2260,Inconnu,27,9
1511,Inconnu,27,2
4320,Inconnu,27,3
4331,,27,6
4510,Inconnu,27,9
2311,Autorisation,27,5
2716,,27,10
2410,,27,3
2415,Autorisation,27,5
1530,Autorisation,27,7
2450,Autorisation,27,4
2450,,27,2
1172,Autorisation,76,11
1173,,76,15
1510,Autorisation,76,37
2662,Autorisation,76,37
2175,,27,5
2255,Inconnu,27,1
253,Autorisation,27,3
1175,Autorisation,27,7
2640,Autorisation,27,7
4511,Inconnu,27,7
2516,,27,3
261BIS,,27,3
361,Inconnu,27,2
4330,,27,3
1158,,27,1
1172,,27,9
1200,,27,6
1510,Inconnu,27,8
4110,Inconnu,27,2
4120,Autorisation,27,4
4130,,27,5
4140,Autorisation,27,3
4330,Inconnu,27,3
3700,Autorisation,27,2
2415,Inconnu,27,1
2940,Inconnu,27,6
2160,,27,4
3642,Autorisation,27,2
2790,Autorisation,27,3
3510,Autorisation,27,4
3532,Autorisation,27,5
2685,,27,3
2710,Inconnu,27,3
2711,Inconnu,27,2
2714,Enregistrement,27,7
2791,,27,2
4718,Inconnu,27,6
4725,Inconnu,27,6
272,,76,6
98BIS,,76,13
2930,Inconnu,27,7
1520,Autorisation,27,3
1521,Autorisation,27,1
2250,Autorisation,27,1
2250,Enregistrement,27,1
4001,Autorisation,27,1
4802,Inconnu,27,4
2175,Autorisation,27,2
128,Autorisation,27,1
1136,,27,3
4735,,27,2
2567,Autorisation,76,8
1200,Inconnu,27,2
1421,Autorisation,27,1
4320,,27,4
2170,,27,4
2171,,27,9
2780,,27,1
1435,,27,10
2254,Autorisation,27,1
2254,Inconnu,27,1
2714,Inconnu,27,5
220,,27,1
2710,Autorisation,27,2
2715,,27,3
2760,Autorisation,27,5
2780,Autorisation,27,2
2680,,27,4
2680,Autorisation,27,2
2221,Autorisation,27,4
2170,Autorisation,27,3
1412,Autorisation,27,4
2510,Inconnu,27,2
1435,Enregistrement,27,1
1411,,27,3
4310,,27,3
2713,,27,3
1532,Autorisation,27,4
1530,Inconnu,76,38
1611,Inconnu,76,20
2560,Inconnu,76,19
2565,Autorisation,76,36
2940,,76,29
2980,Autorisation,27,9
1185,,76,19
1532,Inconnu,76,16
2160,Inconnu,76,12
2220,Enregistrement,76,15
2260,,76,26
2320,,76,1
253,Inconnu,76,21
1185,Inconnu,27,3
1511,Enregistrement,27,2
2255,,27,3
2716,Inconnu,27,3
2718,,27,1
4321,Inconnu,27,3
4741,,27,1
4755,,27,2
2564,,76,21
2565,,76,15
2575,,76,30
2552,Autorisation,27,2
2450,Inconnu,76,4
2563,,76,6
2566,Inconnu,76,1
2662,Enregistrement,76,9
2712,Enregistrement,14,21
2515,Autorisation,14,18
2517,Enregistrement,14,13
2521,Enregistrement,14,8
2521,,14,2
2640,,14,2
2915,,14,13
2920,Inconnu,14,16
4801,,14,11
1131,,76,42
1131,Autorisation,76,27
1136,,76,26
1172,,76,20
1173,Inconnu,76,18
1433,,76,24
1450,Autorisation,76,22
1611,,76,13
1612,Autorisation,76,3
1630,,76,13
1810,,76,11
2260,Autorisation,76,22
2640,Autorisation,76,8
2750,Autorisation,76,4
1434,,76,47
2221,,76,7
4734,,76,13
4802,,76,12
1510,Enregistrement,14,9
2521,Enregistrement,76,12
4801,,76,8
1530,Autorisation,76,19
1532,Autorisation,76,9
2663,Autorisation,76,14
2663,Enregistrement,76,7
2560,Autorisation,14,4
2560,Enregistrement,14,4
2561,,14,6
2563,,14,2
2564,,14,4
2565,Autorisation,14,27
2565,,14,6
4331,,14,1
2980,Autorisation,76,32
1414,,76,30
1510,,76,43
2445,Autorisation,76,6
2450,Autorisation,76,6
2515,,76,31
2516,Inconnu,76,6
2517,Enregistrement,76,8
1434,,14,16
1435,Enregistrement,14,2
2795,Autorisation,14,2
2510,Autorisation,76,16
2510,Inconnu,76,3
1310,Autorisation,76,2
2515,Autorisation,76,22
2915,Enregistrement,76,14
4130,Inconnu,76,3
4510,Autorisation,76,4
1418,,76,18
1523,Autorisation,76,11
1810,Autorisation,76,2
2661,,76,29
153BIS,Autorisation,76,4
1710,Autorisation,76,7
1715,Autorisation,76,16
2530,Autorisation,76,10
2531,Autorisation,76,2
2663,Inconnu,76,18
4331,Inconnu,76,10
4511,Inconnu,76,16
2160,Autorisation,76,24
2225,Autorisation,76,3
2260,Inconnu,76,5
2920,Inconnu,76,39
1520,Autorisation,76,15
1521,,76,2
167,Autorisation,76,74
1220,Autorisation,76,1
1612,,76,3
1131,Inconnu,76,19
1136,Inconnu,76,2
1450,,76,11
1511,,76,9
4110,,76,6
1135,Autorisation,76,4
1412,,76,38
1415,Autorisation,76,5
1415,Inconnu,76,1
1716,Autorisation,76,1
3110,Autorisation,76,13
3420,Autorisation,76,3
3430,Autorisation,76,2
4130,Autorisation,76,5
4310,,76,2
2560,Autorisation,76,9
1414,Autorisation,76,9
1110,Autorisation,76,5
1111,Autorisation,76,22
1141,Autorisation,76,3
1150,Autorisation,76,5
1157,,76,2
1171,Autorisation,76,13
1410,,76,3
1411,,76,7
1433,Autorisation,76,40
2660,Autorisation,76,11
2915,Autorisation,76,5
1110,,76,1
1130,Autorisation,76,10
1141,,76,4
1416,Autorisation,76,8
1521,Autorisation,76,2
2240,Autorisation,76,6
2630,,76,3
2921,Inconnu,76,2
2770,Autorisation,76,10
2790,Autorisation,76,9
2791,Autorisation,76,12
2799,Autorisation,76,4
3510,Autorisation,76,4
1620,Inconnu,76,1
2230,Inconnu,76,4
2716,Inconnu,76,1
2180,Autorisation,76,1
4330,,76,6
2563,Enregistrement,76,3
2564,Autorisation,76,7
2930,Enregistrement,76,4
2940,Enregistrement,76,3
3260,Autorisation,76,4
4331,Enregistrement,76,8
4511,,76,4
4719,,76,6
1155,Autorisation,76,3
1174,Autorisation,76,4
1175,Autorisation,76,10
1185,Autorisation,76,4
1200,,76,14
1420,Autorisation,76,4
1620,Autorisation,76,2
1630,Autorisation,76,9
253,Autorisation,76,15
2620,Autorisation,76,5
2680,,76,1
48BIS,,76,3
48TER,,76,2
2716,Enregistrement,76,7
2717,Autorisation,76,4
3520,Autorisation,76,7
3531,Autorisation,76,1
3550,Autorisation,76,4
4511,Autorisation,76,5
285,,76,3
288,,76,2
405,,76,10
406,,76,8
1150,,76,19
1523,Inconnu,76,1
2630,Autorisation,76,6
2718,Autorisation,76,12
1172,Inconnu,76,8
1820,,76,5
2171,,76,7
2330,Autorisation,76,3
2430,Autorisation,76,4
2440,Autorisation,76,7
2714,Enregistrement,76,6
2771,Autorisation,76,5
3610,Autorisation,76,5
2111,Enregistrement,14,1
1434,Inconnu,76,22
153BIS,,76,7
355,,76,9
361,Autorisation,76,5
68,,76,4
81BIS,Inconnu,76,2
1111,Inconnu,76,5
1433,Inconnu,76,8
2566,Autorisation,76,7
361,,76,18
67,,76,3
81,Autorisation,76,4
2240,Enregistrement,76,1
4718,,76,8
322,Autorisation,76,45
329,Autorisation,76,9
1212,,76,3
1412,Autorisation,76,5
4001,Autorisation,76,2
4734,Enregistrement,76,1
1138,,76,2
2275,Autorisation,76,2
1155,,76,7
1157,Autorisation,76,1
1212,Autorisation,76,7
1620,,76,1
1532,,76,18
4735,Autorisation,76,6
2562,Autorisation,76,7
2562,,76,3
1158,Autorisation,76,1
1419,,76,4
1612,Inconnu,76,1
3230,Autorisation,76,1
389,,76,1
1175,,76,10
1820,Inconnu,76,1
195,,76,3
1520,,76,18
2521,Autorisation,76,10
2521,,76,3
1332,Inconnu,76,1
2515,Inconnu,76,6
4130,,76,5
2255,,76,3
2795,,76,1
3410,Autorisation,76,2
2795,Autorisation,76,2
3710,Autorisation,76,2
281,Autorisation,76,3
342BIS,,76,1
4510,,76,12
96,,76,2
97,,76,2
153BIS,Inconnu,76,2
251,,76,6
261,Autorisation,76,3
3642,Autorisation,76,8
2311,,76,2
355,Inconnu,76,2
408,Autorisation,76,2
4140,,76,3
2524,,76,3
2564,Inconnu,76,4
3330,Autorisation,76,3
4440,,76,6
4715,,76,2
4718,Inconnu,76,15
4725,,76,4
4310,Inconnu,76,2
4722,Inconnu,76,1
4735,,76,1
2716,Autorisation,76,2
1158,,76,4
2517,Inconnu,76,11
2640,Inconnu,76,2
2662,Inconnu,76,14
196BIS,,76,1
2311,Autorisation,76,5
361,Inconnu,76,3
1185,Inconnu,76,7
3450,Autorisation,76,3
4331,,76,5
1160,Autorisation,76,1
1510,Inconnu,50,6
1511,Inconnu,50,2
1532,Inconnu,50,6
2220,Enregistrement,50,3
2230,,50,2
2663,Inconnu,50,10
2910,Inconnu,50,6
2925,,50,19
4331,Inconnu,50,5
4510,Inconnu,50,4
4802,,50,11
2710,,50,9
2710,Enregistrement,50,4
2562,Inconnu,76,1
2565,Inconnu,76,2
120,,76,3
1BIS,,76,1
251,Autorisation,76,1
261,,76,3
281,,76,3
282,Inconnu,76,1
289,,76,1
3,,76,3
81,Inconnu,76,2
2221,Enregistrement,76,5
2661,Inconnu,76,8
1173,Autorisation,76,2
1190,Inconnu,76,1
2712,Enregistrement,76,11
2713,Autorisation,76,2
2714,Autorisation,76,5
2410,Inconnu,76,4
2930,Autorisation,76,2
1158,Inconnu,76,1
4510,Inconnu,76,6
4801,Autorisation,76,7
4802,Inconnu,76,6
1435,Enregistrement,76,6
119,,76,1
255,,76,4
225,,76,1
2410,Enregistrement,76,5
2415,Autorisation,76,6
2712,Autorisation,76,5
261BIS,,76,4
376BIS,Autorisation,76,1
89,Autorisation,76,4
95,,76,2
2714,,76,7
2791,,76,8
2170,Autorisation,76,4
2661,Enregistrement,50,8
385QUA,,76,1
2685,,76,1
4441,,76,6
4733,,76,1
2160,,76,6
170,Autorisation,76,1
1523,,76,5
261BIS,Autorisation,76,1
2640,,76,6
309,,76,1
313,,76,1
2175,,76,4
225,Autorisation,76,1
226,Autorisation,76,1
89BIS,Autorisation,76,2
1330,Autorisation,76,1
2160,Enregistrement,76,4
305BIS,,76,1
376BIS,,76,1
4741,Inconnu,76,1
4110,Inconnu,76,3
4120,Inconnu,76,7
2550,Autorisation,76,1
2552,,76,1
2931,Autorisation,76,11
298,,76,2
405,Inconnu,76,1
1436,Inconnu,76,3
4320,,76,2
4321,Inconnu,76,2
4330,Inconnu,76,2
4421,,76,1
4442,,76,1
2101,Enregistrement,76,1
2760,Autorisation,76,3
3532,Autorisation,76,4
3540,Autorisation,76,2
2713,Enregistrement,76,6
394,,76,1
2220,,76,2
2230,Enregistrement,76,1
2935,,76,2
2935,Inconnu,76,2
1418,Autorisation,76,2
3700,Autorisation,76,1
81,,76,2
1200,Autorisation,76,1
1720,Autorisation,76,3
1721,,76,1
1721,Inconnu,76,1
236BIS,,76,1
2516,,76,2
252,,76,2
2340,,76,1
2711,,76,6
2253,Autorisation,76,2
2255,Autorisation,76,3
3642,Inconnu,76,2
2517,Autorisation,76,6
2567,Inconnu,76,3
4720,Inconnu,76,1
2714,Inconnu,76,3
2713,Inconnu,76,2
2718,Inconnu,76,1
1171,,76,1
2713,,76,2
2716,,76,1
2170,,76,3
2780,,76,2
322,Inconnu,76,2
2710,,76,10
2910,,14,55
2940,Autorisation,14,13
2710,Enregistrement,76,4
4755,Inconnu,76,1
4755,,76,2
254,,76,1
258,,76,1
4120,,76,6
2255,Inconnu,76,2
2718,,76,2
2760,Enregistrement,76,2
17,,76,1
88,Autorisation,76,1
2710,Autorisation,76,13
2230,,76,3
1532,,14,14
2410,Autorisation,14,7
128,Autorisation,76,1
2711,Enregistrement,76,2
2715,,76,1
2780,Autorisation,76,1
1412,,61,12
1432,Inconnu,61,24
1530,,61,16
2160,Inconnu,61,5
2220,Autorisation,61,2
2220,Enregistrement,61,4
2221,Inconnu,61,1
2230,,61,1
2560,Inconnu,61,8
2910,Inconnu,61,22
2920,,61,16
2925,,61,38
4718,,61,8
2520,Autorisation,76,2
2710,,14,48
2710,Enregistrement,14,25
2565,Autorisation,61,19
2566,Autorisation,61,4
2940,Autorisation,61,5
2345,,14,3
2711,Inconnu,76,1
284,,76,1
2102,Autorisation,76,1
3660,Autorisation,76,2
2102,Enregistrement,76,1
2712,Enregistrement,61,17
2781,Enregistrement,14,3
2910,Enregistrement,14,6
2712,Autorisation,61,5
286,Autorisation,61,5
1510,Autorisation,14,10
2925,,14,40
4735,,14,8
2101,Enregistrement,14,13
2793,Autorisation,14,2
2793,,14,1
4210,,14,2
4220,Enregistrement,14,1
1510,,14,14
1530,,14,29
2415,Autorisation,14,9
3700,Autorisation,14,2
4510,,14,5
1530,Autorisation,14,5
1532,Autorisation,14,2
2920,,14,39
1435,Inconnu,14,10
2781,Autorisation,14,3
2910,Inconnu,14,14
3532,Autorisation,14,5
4734,Inconnu,14,18
4802,Inconnu,14,2
2510,Autorisation,14,30
2713,,14,5
1136,Autorisation,14,1
1511,,14,6
2221,Autorisation,14,3
2221,Enregistrement,14,4
2920,Autorisation,14,23
2921,,14,20
2921,Enregistrement,14,12
4735,Autorisation,14,3
2515,Inconnu,14,1
2515,Enregistrement,14,13
2517,,14,8
1432,Inconnu,14,8
1434,Inconnu,14,4
1435,,14,16
1310,,14,9
211,,14,7
2516,Inconnu,14,1
2760,Enregistrement,14,2
4734,,14,18
1432,,14,13
2515,,14,13
2522,,14,2
1310,Autorisation,14,2
2517,Autorisation,14,3
2930,Inconnu,14,5
286,Autorisation,14,15
2925,Inconnu,14,2
1131,,14,5
1412,,14,10
1414,,14,3
1418,,14,3
1432,Autorisation,14,3
2560,,14,11
2160,Autorisation,14,10
4510,Inconnu,14,14
2716,Enregistrement,14,4
2791,Autorisation,14,13
2260,,14,12
2310,Autorisation,14,2
2311,Autorisation,14,1
4718,,14,9
2450,Autorisation,14,1
2450,,14,3
2940,Enregistrement,14,4
253,,14,7
2950,Autorisation,14,1
2930,Enregistrement,14,1
1131,Autorisation,14,3
1155,,14,1
1520,Autorisation,14,1
1610,Autorisation,14,1
1611,,14,2
1630,,14,3
2225,Autorisation,14,2
2260,Autorisation,14,10
2520,Autorisation,14,3
2910,Autorisation,14,7
2921,Autorisation,14,1
3110,Autorisation,14,1
3310,Autorisation,14,2
3642,Autorisation,14,2
4130,Autorisation,14,1
4310,Inconnu,14,1
4331,Inconnu,14,12
4511,Inconnu,14,9
4725,Inconnu,14,7
4801,Autorisation,14,2
2930,,14,4
1180,,14,13
1436,Inconnu,14,3
1450,Inconnu,14,1
1630,Inconnu,14,4
2663,Inconnu,14,6
2714,,14,5
322,Autorisation,14,18
4320,Inconnu,14,3
4321,Inconnu,14,2
4718,Inconnu,14,8
4741,,14,1
4802,,14,8
1200,Inconnu,14,1
1220,,14,4
1411,,14,2
1412,Inconnu,14,2
1416,Inconnu,14,1
1418,Autorisation,14,1
2102,Enregistrement,14,11
3260,Autorisation,14,2
1434,Autorisation,14,7
4331,Enregistrement,14,3
4511,Autorisation,14,2
4734,Enregistrement,14,1
1185,,14,7
1200,,14,2
2230,Inconnu,14,7
2661,Autorisation,14,4
2661,Enregistrement,14,5
2662,,14,12
2663,,14,2
4422,,14,2
4441,Inconnu,14,3
4719,Inconnu,14,6
2220,Enregistrement,14,8
2251,Autorisation,14,1
2251,Enregistrement,14,2
2253,Autorisation,14,5
2255,,14,5
2661,Inconnu,14,2
2661,,14,6
4755,,14,1
1510,Inconnu,14,5
2940,,14,14
4140,Inconnu,14,3
2160,,14,5
2240,Autorisation,14,1
355,,14,6
361,,14,8
1532,Inconnu,14,3
4441,,14,7
1715,,14,1
2575,,14,7
4330,,14,2
251,,14,3
272BIS,,14,1
288,,14,5
406,,14,1
1450,Autorisation,14,3
2552,Autorisation,14,1
2560,Inconnu,14,2
2565,Enregistrement,14,2
2950,,14,1
167,Autorisation,14,24
145,Autorisation,14,1
153BIS,,14,2
2255,Autorisation,14,2
35,Autorisation,14,1
1185,Inconnu,14,1
2260,Inconnu,14,3
4421,,14,2
272,,14,2
281,,14,2
282,,14,1
405,,14,1
170,Autorisation,14,1
2630,Autorisation,14,2
4120,,14,1
4140,,14,2
4440,,14,1
4510,Autorisation,14,2
1611,Inconnu,14,3
2230,Enregistrement,14,2
2231,,14,1
1156,,14,2
153BIS,Autorisation,14,6
211,Autorisation,14,1
2160,Inconnu,14,1
253,Autorisation,14,2
2795,Inconnu,14,1
361,Autorisation,14,1
3643,Autorisation,14,1
68,,14,1
195,,14,1
2170,Autorisation,14,3
2171,,14,8
2710,Autorisation,14,7
2711,,14,3
2712,Autorisation,14,3
2713,Autorisation,14,1
2713,Enregistrement,14,7
2714,Autorisation,14,2
2714,Enregistrement,14,8
2716,,14,8
2790,Autorisation,14,6
2792,,14,1
2799,Autorisation,14,2
2340,Autorisation,14,4
120,,14,5
2662,Autorisation,14,2
385QUA,,14,2
81BIS,,14,1
81QUA,,14,2
2250,Enregistrement,14,2
4755,Autorisation,14,3
2563,Enregistrement,14,2
2915,Enregistrement,14,2
4110,,14,1
4120,Autorisation,14,2
4130,,14,1
4715,,14,2
1111,,14,5
2760,Autorisation,14,7
4210,Autorisation,14,1
4220,Autorisation,14,1
2567,Autorisation,14,1
2160,Enregistrement,14,4
4702,Inconnu,14,2
2175,,14,1
2710,Inconnu,14,1
4130,Inconnu,14,3
4706,Inconnu,14,1
1311,,14,4
2220,Autorisation,14,4
2410,,14,2
2791,,14,4
2440,Autorisation,14,1
2445,Autorisation,14,2
2517,Inconnu,14,4
2521,Autorisation,14,4
2718,Autorisation,14,11
2410,Enregistrement,14,8
261BIS,,14,1
286,Autorisation,50,15
2712,Enregistrement,50,15
4702,Autorisation,14,1
4702,,14,1
2524,,14,1
3660,Autorisation,14,4
1172,Inconnu,14,2
2101,,61,2
2716,Autorisation,14,1
2782,Autorisation,14,2
322,Inconnu,14,1
2170,,14,4
2780,Enregistrement,14,4
2662,Enregistrement,14,2
2663,Enregistrement,14,2
4220,,14,1
1136,,14,3
2230,,14,1
2980,Autorisation,14,15
2716,Autorisation,50,4
322,Autorisation,50,9
1520,,14,2
2111,Autorisation,14,1
1435,Inconnu,50,5
2713,,50,7
2714,Autorisation,50,6
2715,,50,4
2716,,50,4
2780,,50,4
2791,Autorisation,50,8
4734,Inconnu,50,11
2760,Enregistrement,50,12
3260,Autorisation,50,4
4110,Autorisation,50,4
4120,,50,3
4130,Autorisation,50,2
2781,Enregistrement,50,1
2515,Enregistrement,50,11
2510,Autorisation,50,40
2517,Enregistrement,50,12
2720,Autorisation,50,1
2515,Autorisation,50,25
2760,Autorisation,50,6
2518,,50,1
2517,Autorisation,50,7
1532,Enregistrement,50,1
2260,Enregistrement,50,2
2410,Enregistrement,50,2
2910,,50,37
2915,Autorisation,50,2
2940,Enregistrement,50,2
4718,,50,8
1435,,50,7
2930,Inconnu,50,5
2517,,50,5
1434,,50,10
2522,,50,1
2930,,50,3
2712,Autorisation,50,14
1185,,50,9
1530,Inconnu,50,5
2925,Inconnu,50,2
1610,Autorisation,50,1
1611,Autorisation,50,1
167,Autorisation,50,5
2610,Autorisation,50,1
361,,50,7
2711,,50,5
2713,Autorisation,50,7
2718,,50,4
2791,,50,2
1136,,50,3
1432,,50,15
1530,,50,11
1532,,50,14
2230,Autorisation,50,8
2920,Autorisation,50,7
2920,,50,13
2921,Autorisation,50,2
2921,,50,18
2921,Enregistrement,50,6
2940,,50,11
3642,Autorisation,50,9
2910,Enregistrement,50,3
3643,Autorisation,50,1
4441,,50,5
4734,,50,8
4735,Autorisation,50,4
2718,Autorisation,50,7
2220,Autorisation,50,4
2710,Inconnu,50,2
2713,Enregistrement,50,4
2714,Enregistrement,50,2
3532,Autorisation,50,3
1630,Inconnu,50,2
2220,,50,1
2250,Enregistrement,50,1
2252,Autorisation,50,2
2260,Inconnu,50,3
4719,Inconnu,50,2
4725,Inconnu,50,1
4755,Autorisation,50,1
2661,,50,8
2940,Autorisation,50,7
4331,Enregistrement,50,3
1414,,50,5
2445,Autorisation,50,2
2450,Autorisation,50,5
2714,,50,3
3540,Autorisation,50,3
81,Autorisation,50,3
81BIS,,50,1
81QUA,Autorisation,50,2
81TER,,50,1
2564,,50,8
2662,Enregistrement,50,2
2663,,50,5
3670,Autorisation,50,4
1158,,50,1
1212,Autorisation,50,1
1418,,50,2
1432,Autorisation,50,2
1434,Autorisation,50,4
2410,Autorisation,50,3
2560,Autorisation,50,7
2575,,50,6
2661,Autorisation,50,4
1432,Inconnu,50,3
98BIS,,50,3
159,,50,1
251,,50,2
336,,50,1
340,,50,1
393,,50,1
396,,50,1
3550,Autorisation,50,1
1511,,50,5
2230,Enregistrement,50,3
4725,,50,2
4735,,50,4
282,,50,1
288,,50,4
1185,Inconnu,50,1
1510,,50,5
2430,Autorisation,50,1
3610,Autorisation,50,1
4440,,50,3
2221,Autorisation,50,3
2260,Autorisation,50,6
2275,Autorisation,50,1
2910,Autorisation,50,7
153BIS,,50,2
242,Autorisation,50,1
253,,50,6
261BIS,,50,2
3,,50,2
355,,50,5
361,Autorisation,50,1
4510,,50,7
2560,,50,10
2565,Autorisation,50,10
2521,Enregistrement,50,2
2640,,50,2
1421,Autorisation,50,1
2630,,50,1
4130,,50,1
1138,Autorisation,50,1
2662,,50,4
2750,Autorisation,50,2
2415,Autorisation,50,2
1450,,50,1
2935,,50,1
4320,,50,1
1111,Inconnu,50,2
1131,Autorisation,50,3
1172,Inconnu,50,2
1173,Inconnu,50,1
1412,Inconnu,50,1
1433,Inconnu,50,1
1BIS,,50,2
254,,50,1
2567,Autorisation,50,3
405,,50,2
1433,Autorisation,50,4
4331,,50,4
211,,50,6
2561,,50,6
2565,,50,3
2950,,50,1
1136,Autorisation,50,1
1511,Enregistrement,50,1
2221,Enregistrement,50,2
268BIS,Autorisation,50,2
2710,Autorisation,50,7
322,Inconnu,50,1
2662,Autorisation,50,2
2340,Autorisation,50,1
2160,Autorisation,50,3
2355,,50,2
2360,Autorisation,50,2
2515,,50,5
1978,,50,1
4220,Autorisation,50,1
2160,,50,1
1435,Enregistrement,50,2
2221,,50,1
1220,,50,1
1510,Enregistrement,50,4
1715,Autorisation,50,2
2410,,50,1
2550,Autorisation,50,2
2564,Autorisation,50,2
4719,,50,1
2980,Autorisation,50,16
4510,Autorisation,50,2
4421,,50,1
4422,,50,1
2111,Autorisation,50,9
3660,Autorisation,50,30
2101,Autorisation,50,3
2102,,50,1
2781,Autorisation,50,4
2102,Autorisation,50,9
2140,Autorisation,50,1
2915,Autorisation,01,6
2260,,61,7
2710,,61,10
2710,Autorisation,61,7
2410,Enregistrement,61,6
2780,Autorisation,50,5
2781,Enregistrement,61,2
2910,Enregistrement,61,2
2718,Autorisation,61,11
2980,Autorisation,61,8
1136,Autorisation,61,6
1180,,61,8
1185,Inconnu,61,8
1510,,61,7
1511,,61,2
2221,Autorisation,61,1
2221,Enregistrement,61,1
2920,Autorisation,61,11
2920,Inconnu,61,5
2921,,61,13
1131,Inconnu,61,4
1414,,61,9
2560,Enregistrement,61,10
2663,Inconnu,61,4
2940,Enregistrement,61,8
211,,61,7
251,,61,4
255,,61,2
281,Autorisation,61,4
288,,61,3
33BIS,,61,1
355,,61,5
2560,Autorisation,61,3
2561,,61,11
2567,Autorisation,61,3
361,,61,4
1BIS,,61,3
272,,61,5
285,,61,2
2260,Autorisation,61,2
2910,,61,23
1131,,61,6
1220,,61,3
1418,,61,1
1420,,61,1
1432,,61,9
1434,Inconnu,61,5
1435,Inconnu,61,23
1450,Autorisation,61,3
1455,,61,1
1520,,61,5
1521,,61,1
167,Autorisation,61,6
1720,Inconnu,61,1
2410,Inconnu,61,2
2550,Autorisation,61,1
2551,Autorisation,61,2
2560,,61,11
2575,,61,11
2940,,61,13
3260,Autorisation,61,5
4120,,61,2
4140,,61,1
4510,,61,4
2714,Inconnu,61,2
2930,Inconnu,61,11
405,,61,6
406,,61,6
1172,Inconnu,61,4
1200,,61,3
1412,Inconnu,61,8
1611,Inconnu,61,4
1630,Inconnu,61,6
2562,Autorisation,61,1
2564,,61,5
2661,Inconnu,61,4
2662,Inconnu,61,4
117,,61,1
1434,,61,3
1520,Inconnu,61,2
2420,Autorisation,61,1
2510,Autorisation,61,16
2515,Enregistrement,61,7
2517,Inconnu,61,10
2564,Inconnu,61,6
2565,,61,5
355,Autorisation,61,1
2565,Enregistrement,61,1
3550,Autorisation,61,2
2563,,61,2
2931,Autorisation,61,1
4718,Inconnu,61,3
4734,Inconnu,61,11
4802,,61,6
2515,Inconnu,61,2
2516,Inconnu,61,5
2517,,61,8
2521,Enregistrement,61,4
2713,,61,8
4320,Inconnu,61,3
4321,Inconnu,61,3
4330,Inconnu,61,2
4719,Inconnu,61,3
4725,Inconnu,61,3
2710,Enregistrement,61,9
2714,,61,6
2716,,61,7
2780,,61,2
2791,Autorisation,61,8
1530,Autorisation,61,1
1532,,61,8
2445,Autorisation,61,2
2450,,61,2
2662,,61,7
2910,Autorisation,61,5
3610,Autorisation,61,1
1136,,61,7
1185,Autorisation,61,2
253,,61,2
2564,Autorisation,61,2
1110,Autorisation,61,1
1111,Autorisation,61,4
1111,,61,1
1130,Autorisation,61,1
1131,Autorisation,61,2
1138,,61,1
1141,,61,1
1151,,61,2
1158,,61,1
1171,Autorisation,61,2
1172,,61,1
1173,Autorisation,61,1
1174,Autorisation,61,1
1175,Autorisation,61,1
1200,Inconnu,61,2
1212,,61,1
1321,Inconnu,61,1
1416,Inconnu,61,1
1418,Inconnu,61,5
1420,Autorisation,61,1
1431,Autorisation,61,1
1432,Autorisation,61,1
1433,Autorisation,61,1
1434,Autorisation,61,1
1523,Autorisation,61,1
1611,,61,1
1612,,61,1
1630,,61,1
1810,Autorisation,61,1
1820,Autorisation,61,1
2240,Enregistrement,61,2
2620,Autorisation,61,1
2630,Autorisation,61,1
2660,Autorisation,61,1
2680,,61,1
2717,Autorisation,61,1
2770,Autorisation,61,1
2790,Autorisation,61,1
2915,,61,5
2921,Autorisation,61,3
2921,Enregistrement,61,6
3410,Autorisation,61,1
3450,Autorisation,61,1
3510,Autorisation,61,2
3520,Autorisation,61,1
3230,Autorisation,61,1
4735,,61,4
2160,Autorisation,61,5
2175,,61,4
211,Autorisation,61,2
119,,61,1
271,,61,1
289,,61,1
2640,,61,2
