rubriques,years,departments,occurrences
81TER,1987,90,2
1155,1996,90,1
1510,1996,90,1
167,1996,90,1
253,1996,90,1
2662,1814,90,1
2925,1996,90,3
1111,1987,90,2
133,1978,90,1
1432,1814,90,3
67,1964,90,1
1174,1989,90,1
2552,1998,90,1
2560,1998,90,3
2561,1989,90,1
2565,1998,90,2
2575,1998,90,2
2920,1998,90,2
1412,1978,90,1
153BIS,1983,90,1
211,1978,90,1
253,1968,90,1
2560,1968,90,1
2565,1976,90,1
281,1968,90,1
288,1976,90,1
2910,1983,90,1
2920,1983,90,1
2940,1976,90,1
2940,1968,90,1
361,1983,90,1
405,1976,90,1
406,1968,90,1
1180,1998,90,3
2565,2005,90,1
2575,2014,90,2
281,1980,90,1
2910,2005,90,2
2915,1989,90,2
2920,2005,90,3
2940,1989,90,2
2940,2005,90,1
2560,2013,01,1
2561,2007,01,2
2565,2007,01,5
4715,1991,01,1
1180,1986,90,1
1220,2011,90,1
1412,2011,90,1
1418,2011,90,1
1432,2011,90,2
3250,1990,90,1
4718,2015,90,1
4719,2015,90,1
4725,2015,90,1
4734,2015,90,3
1180,1993,90,1
1212,1993,90,1
1310,2014,90,1
1432,1993,90,1
1433,1993,90,2
1434,1993,90,1
2560,1993,90,1
2660,1993,90,1
2661,1993,90,2
288,2005,90,1
2910,1993,90,1
2915,1993,90,1
2921,2005,90,6
2940,1993,90,3
1432,1989,90,1
1435,1989,90,1
1520,1989,90,1
2517,1989,90,1
2521,1989,90,1
2910,1989,90,1
4801,2015,90,1
167,1987,90,1
2712,1995,90,1
2718,1995,90,1
286,1995,90,1
2560,2019,90,1
2560,1992,90,1
2563,2019,90,1
2940,1992,90,1
1111,2004,90,1
1200,2004,90,1
1220,2004,90,1
1432,2004,90,4
211,1983,90,1
2560,2004,90,1
2561,2004,90,1
2565,2004,90,1
2915,2004,90,1
2920,2004,90,4
2940,2004,90,2
328BIS,1983,90,1
1220,2006,90,1
1412,2006,90,3
1418,2006,90,1
1432,2006,90,3
1434,2006,90,2
1530,2006,90,2
2560,2006,90,1
2564,2006,90,1
2663,2006,90,3
2910,2006,90,3
2920,2006,90,2
2925,2006,90,3
2940,2006,90,1
286,1983,90,1
405,1983,90,1
406,1983,90,1
286,1981,90,1
2575,1985,90,1
361,1985,90,1
405,1985,90,2
1190,1999,90,1
1433,1999,90,3
211,1999,90,2
2565,1999,90,6
282,1814,90,1
2940,1999,90,11
355,1986,90,1
286,1985,90,2
1432,1982,90,1
1432,2007,90,2
1434,1982,90,1
1434,2007,90,1
1435,2016,90,1
2510,2010,90,3
2510,2016,90,1
2515,2007,90,1
2515,2016,90,1
2517,2016,90,1
2930,2007,90,1
2930,2016,90,1
4734,2016,90,1
2510,2014,90,1
2515,1996,90,1
2515,2014,90,1
2517,1998,90,1
2517,2014,90,1
1530,1998,01,7
2410,1998,01,4
253,1998,01,2
2661,1996,01,4
2662,1996,01,4
2910,1996,01,3
2915,1996,01,2
2925,1996,01,3
322,1986,01,1
2102,1961,01,1
2515,1995,90,1
253,1814,90,1
68,1814,90,1
1220,1999,90,2
1418,1999,90,2
1432,1999,90,4
2560,1999,90,7
2561,1999,90,2
2567,1999,90,2
2575,1999,90,3
2910,2012,90,1
2920,1999,90,2
2921,1999,90,1
4715,2010,90,1
4719,2008,90,1
4802,1999,90,3
1180,2003,90,1
1521,1999,90,1
2915,1999,90,2
2940,2002,90,1
1432,2008,90,2
1434,1999,90,3
2410,2008,90,1
2565,2008,90,1
2575,2008,90,1
2940,2008,90,1
2565,2001,90,1
2910,1999,90,1
167,2000,90,3
322,2000,90,3
329,2000,90,2
98BIS,2000,90,2
2563,2017,90,1
2564,2005,90,1
2565,2000,90,1
2661,2000,90,1
2662,2000,90,1
2663,2017,90,1
2910,2017,90,1
2920,2000,90,1
2921,1814,90,1
2921,2017,90,2
2940,2000,90,2
4331,2017,90,1
4718,2017,90,1
4719,2017,90,1
4725,2017,90,1
4734,2017,90,1
1175,2001,90,1
1180,2001,90,1
1190,2001,90,1
1416,2001,90,1
1432,2001,90,1
2410,2001,90,1
2560,2001,90,1
2561,2001,90,1
287,1814,90,1
2910,2001,90,1
2920,2001,90,2
2925,2001,90,1
2940,2001,90,1
2510,2008,90,1
2515,2003,90,2
1432,1970,90,2
2930,1814,90,1
355,1990,90,1
406,1814,90,1
1432,1967,90,1
2930,1967,90,1
153BIS,1814,90,1
2330,1814,90,1
255,1966,90,1
2760,2014,90,2
1434,2011,90,1
1435,2011,90,1
1520,2011,90,1
2517,2011,90,1
2521,2011,90,1
2910,2011,90,2
2915,2011,90,1
1185,2015,90,1
1220,2015,90,1
1412,2015,90,1
1418,2015,90,1
1432,2015,90,1
1611,2015,90,1
1630,2015,90,1
2515,2015,90,2
2560,2015,90,1
2910,2015,90,1
2925,2015,90,1
33BIS,1975,90,1
89BIS,1975,90,1
2140,1991,90,1
1180,1814,90,2
253,1997,90,1
2560,1997,90,1
2661,1997,90,1
2662,1997,90,1
2910,1997,90,2
2920,1997,90,2
1510,2004,90,1
1530,2004,90,1
2663,2004,90,6
2910,2004,90,2
2925,2004,90,3
255,1963,90,2
322,1989,90,1
286,1998,01,1
2130,1981,90,2
1432,2005,90,1
1510,2005,90,1
1530,2005,90,1
2662,2005,90,1
2663,2005,90,1
2910,2003,90,1
2925,2003,90,1
1611,2008,90,2
2560,2008,90,3
1158,2007,90,1
1412,2007,90,1
2560,2007,90,1
2661,2007,90,2
2662,2007,90,1
2663,2007,90,2
2910,2007,90,1
2920,2007,90,2
2921,2007,90,1
2925,2007,90,1
2940,2007,90,1
1510,2006,90,1
2662,2006,90,1
167,2010,01,1
2795,2011,01,1
2760,2018,01,2
1185,2019,01,1
1511,2019,01,1
2714,2017,01,1
2714,2019,01,1
2910,2019,01,2
4734,2019,01,2
4802,2017,01,6
2661,1995,01,3
2662,1995,01,3
2663,1995,01,1
1715,1997,01,1
1720,1997,01,1
211,1997,01,4
2515,1997,01,2
2910,1997,01,3
2920,1997,01,3
2980,2019,01,1
2940,2011,01,1
2661,2019,01,1
2662,2019,01,2
2663,2019,01,4
2760,2019,01,1
2510,2020,01,3
2515,2020,01,3
2517,2020,01,3
2510,2009,01,6
2515,2009,01,6
2510,1997,01,1
2510,1974,01,1
2518,2014,01,1
2111,1996,01,1
1432,2003,01,3
1434,2003,01,2
2510,2007,01,3
2515,2007,01,2
2510,2005,01,4
2515,2005,01,4
2920,2005,01,5
2510,2019,01,2
2515,2019,01,2
2517,2019,01,2
2510,1972,01,1
2515,2000,01,1
2510,1983,01,1
2515,1983,01,1
2517,1983,01,1
1180,1999,01,3
2661,1999,01,3
2662,1999,01,9
2920,1999,01,4
2925,1999,01,7
2510,2008,01,4
2515,2008,01,1
2515,2017,01,3
2517,2017,01,3
2510,2011,01,4
2712,2012,01,1
2510,1995,01,1
2510,1982,01,1
2517,2005,01,2
1220,2003,01,1
1411,2003,01,1
1418,2003,01,1
1450,2003,01,1
167,2003,01,1
286,2003,01,1
322,2003,01,7
98BIS,2003,01,1
1414,1814,01,3
2450,2020,01,1
2661,2004,01,2
2910,2004,01,2
2921,2005,01,7
2925,2004,01,2
2940,2020,01,2
2661,2017,01,1
2662,2017,01,4
1432,2001,01,5
1611,2001,01,1
1630,2001,01,1
167,2001,01,2
2564,2001,01,1
2716,2010,01,4
2771,2010,01,1
2791,2010,01,3
2910,2001,01,2
2920,2001,01,7
322,2001,01,3
3520,2013,01,1
3532,2013,01,1
1131,2012,01,2
1BIS,1990,01,1
2560,2012,01,1
2565,2005,01,1
2565,2015,01,2
2575,2012,01,1
2575,2015,01,1
288,1990,01,1
3260,2005,01,1
3260,2015,01,1
1432,2009,01,4
153BIS,1994,01,1
253,1994,01,1
2910,2009,01,8
1131,2010,01,1
2565,2010,01,4
2575,2010,01,2
2910,2010,01,5
2920,2010,01,7
2940,2010,01,3
2940,1993,01,1
1510,2019,01,2
2910,2008,01,6
2915,2008,01,3
2940,2008,01,3
4331,2019,01,2
167,2007,01,1
2560,2007,01,2
2711,2007,01,1
2712,2007,01,1
2713,2007,01,1
2714,2007,01,1
2715,2000,01,1
2716,2007,01,1
2718,2007,01,2
322,2007,01,1
1510,2006,01,6
1532,2017,01,3
2515,2006,01,2
2530,2006,01,1
2575,2006,01,1
2661,2006,01,3
2663,2006,01,7
2910,2006,01,2
2921,2006,01,1
2925,2006,01,5
4719,2017,01,1
4734,2017,01,1
4801,2017,01,2
2560,1998,01,1
2565,1998,01,2
286,1993,01,1
153BIS,1814,01,1
2760,2010,01,2
1185,2008,01,3
1220,2008,01,2
1432,2008,01,5
2560,2008,01,4
2560,2017,01,2
2565,2008,01,4
2663,2008,01,2
2920,2008,01,4
2921,2015,01,1
2925,2008,01,1
2931,2008,01,1
2940,2017,01,2
4310,2017,01,1
4331,2017,01,4
4511,2017,01,4
4718,2019,01,1
4725,2017,01,1
1432,2011,01,1
2450,2011,01,1
2661,2011,01,2
2662,2011,01,2
2663,2011,01,5
2713,2011,01,2
2714,2011,01,3
2718,2011,01,1
1412,2009,01,1
1414,2009,01,1
2560,2009,01,2
2564,2009,01,1
2661,1998,01,4
2661,2009,01,6
2662,1998,01,6
2662,2009,01,3
2663,2009,01,3
2920,1998,01,6
2921,2009,01,3
2925,2009,01,3
1432,1992,01,1
1520,1992,01,1
153BIS,1992,01,3
183BIS,1992,01,2
2521,1992,01,2
2910,1992,01,1
2915,2005,01,2
2920,1992,01,1
2515,1994,01,1
2712,2010,01,3
2713,2010,01,5
286,2009,01,1
2925,1998,01,4
1520,2003,01,1
2515,2003,01,3
2521,2003,01,1
253,1988,01,1
2915,2003,01,2
2920,2003,01,4
253,1995,01,2
2660,1995,01,1
98BIS,1995,01,1
1530,2006,01,5
2523,2006,01,1
2564,2006,01,1
2920,2006,01,1
211,1992,01,1
253,1992,01,2
376BIS,1992,01,1
89,1992,01,1
1185,1998,01,1
1412,1998,01,1
1414,2011,01,1
1418,2011,01,1
2925,2011,01,3
2940,1998,01,2
2564,2008,01,1
2575,2020,01,1
2661,2008,01,2
2662,2008,01,2
4331,2008,01,1
4421,2008,01,1
1432,1996,01,1
1433,1996,01,2
1434,1996,01,1
1520,1996,01,1
1521,1996,01,1
1611,1996,01,2
120,1992,01,1
217,1992,01,1
261BIS,1992,01,1
2515,1999,01,1
1180,1995,01,1
2920,1995,01,1
1180,1814,01,1
1200,1814,01,2
1310,2008,01,1
1311,2008,01,1
1313,1814,01,1
1434,2017,01,1
1530,1814,01,4
1530,2017,01,2
2793,2017,01,1
2793,2013,01,1
4210,2017,01,1
4220,2017,01,1
322,1814,01,1
2663,2017,01,4
2752,2003,01,1
1630,2010,01,1
2630,2010,01,1
4440,2017,01,2
4510,2017,01,2
2521,1989,01,1
2910,1814,01,6
2713,1814,01,1
1172,2014,01,1
1435,2014,01,1
2160,2009,01,1
2160,2014,01,1
2260,2009,01,2
2910,2013,01,1
4734,2016,01,2
1434,1997,01,1
1530,1997,01,4
2410,1997,01,2
2415,1997,01,2
253,1997,01,3
2940,1997,01,2
2560,2010,01,3
2661,2010,01,6
2663,2010,01,4
211,1999,01,3
2563,2013,01,1
2565,1999,01,3
2940,1999,01,2
2160,2000,01,2
2171,2014,01,2
2910,2000,01,5
1532,2011,01,2
2170,2009,01,1
2170,2003,01,2
2171,2003,01,1
2260,2003,01,2
2716,2011,01,2
2760,2011,01,2
2780,2009,01,1
2791,2011,01,3
2102,2018,01,2
183TER,1989,01,1
253,1989,01,1
2565,2009,01,8
1131,1814,01,1
1155,1814,01,1
1172,1814,01,1
1432,1814,01,3
1450,1814,01,1
1510,1814,01,6
2171,1814,01,1
2662,1814,01,3
2663,1814,01,7
2925,1814,01,6
1414,2008,01,1
1510,2011,01,2
2925,2012,01,1
4320,2016,01,3
4321,2016,01,1
4331,2016,01,4
4411,2016,01,1
4510,2016,01,3
4511,2016,01,1
4718,2016,01,1
1131,2009,01,2
1450,2009,01,1
2640,2009,01,1
2920,2009,01,6
2566,2009,01,2
2575,2009,01,2
2712,1991,01,1
286,1814,01,1
2510,2010,01,2
2515,2010,01,3
2940,1980,01,1
1331,2010,01,2
1432,2010,01,4
1510,2010,01,1
2160,2010,01,1
2260,2010,01,2
1434,1814,01,1
2160,1814,01,2
2260,1814,01,2
2920,1814,01,4
1510,2018,01,1
2662,2018,01,1
2663,2018,01,1
1433,2008,01,2
2690,2008,01,1
2340,2011,01,1
2340,2005,01,1
2345,2005,01,1
2111,2013,01,2
3660,2013,01,1
2980,2016,01,1
2980,2018,01,2
2410,2017,01,1
2415,2017,01,1
1412,2000,01,1
1510,2000,01,3
1530,2000,01,5
2662,2000,01,4
2663,2000,01,6
2925,2000,01,4
2130,2000,01,1
1435,2000,01,1
211,2000,01,2
253,2000,01,1
2920,2000,01,1
1158,2009,01,1
1412,2010,01,1
1530,2010,01,2
2552,2010,01,1
2662,2010,01,3
2663,2004,01,4
2915,2004,01,1
2915,2010,01,1
2920,2004,01,4
2925,2010,01,3
2661,2000,01,2
1131,2004,01,1
1172,2011,01,1
1220,2004,01,1
1416,2004,01,1
1418,2004,01,1
1432,2004,01,1
1510,2004,01,2
1530,2004,01,2
1530,2011,01,2
1611,2004,01,1
1630,2004,01,1
2662,2004,01,1
2681,2011,01,1
2685,2004,01,1
2910,2011,01,2
2940,2004,01,1
2661,2014,01,2
2662,2007,01,2
2915,2014,01,1
2940,2000,01,1
1131,2001,01,1
2640,2001,01,1
2661,2001,01,7
2662,2001,01,5
2915,2001,01,3
2925,2001,01,4
1175,1814,01,1
2564,1814,01,3
1530,2007,01,2
2910,2003,01,3
2921,2003,01,1
1412,1999,01,1
1432,1999,01,1
1450,1999,01,4
1510,1999,01,3
1530,1999,01,5
2910,1999,01,5
2102,2014,01,2
1172,2015,01,1
1432,2015,01,1
1510,1996,01,2
1434,2001,01,3
2260,2001,01,1
2714,2001,01,1
2716,2001,01,1
2791,2001,01,1
286,2001,01,1
329,2001,01,1
98BIS,2001,01,1
1412,2001,01,1
1510,2001,01,1
1530,2001,01,3
2663,2001,01,3
1412,2004,01,1
1450,2004,01,1
2910,2002,01,4
2920,2002,01,5
2925,2002,01,5
1412,2002,01,1
1450,2002,01,1
1510,2002,01,2
1530,2002,01,1
2663,2002,01,4
167,2002,01,2
2718,2002,01,1
2102,1814,01,1
1412,2003,01,3
1510,2003,01,2
1530,2003,01,3
2663,2003,01,2
2925,2003,01,3
1414,2003,01,1
2410,2003,01,1
2415,2003,01,1
1530,2003,07,1
2515,2003,07,1
2523,2003,07,1
2910,2003,07,2
2920,2003,07,1
1434,2008,01,4
2160,2008,01,1
2260,2008,01,1
2662,2006,01,2
1432,2007,01,4
2925,2007,01,1
1520,2006,01,1
2521,2006,01,1
2915,2006,01,1
1510,2005,01,2
2663,2005,01,4
2925,2005,01,2
1511,2017,01,2
167,2008,01,2
2790,2011,01,1
3510,2011,01,1
3532,2011,01,1
2221,1995,01,2
2921,1995,01,1
1311,2011,01,1
1520,1978,01,1
1521,1978,01,1
2515,1978,01,1
2720,1956,01,1
4220,2011,01,1
2552,2008,01,1
2552,1995,01,1
2561,1814,01,1
1450,2016,01,1
4510,2014,01,1
4511,2014,01,1
4801,2016,01,1
2517,2010,01,1
2711,2010,01,1
2714,2010,01,1
2715,2010,01,1
2718,2010,01,1
1520,2008,01,1
2521,2008,01,1
286,2007,01,1
1510,2009,01,2
1530,2009,01,2
2255,2009,01,1
2925,1985,01,1
2920,1978,01,1
2718,2009,01,1
2230,1994,01,1
361,1994,01,1
2663,2014,01,1
2921,2014,01,2
2210,1993,01,1
2102,1992,01,1
2102,2017,01,1
3660,2017,01,2
2102,2013,01,2
2221,2017,01,1
2111,2002,01,1
1450,2018,01,1
2221,2003,01,1
2921,2018,01,1
367,1814,01,1
4735,2018,01,1
4802,2018,01,1
2221,2007,07,1
2920,2007,07,2
2410,1814,07,3
2415,1814,07,3
2940,1814,07,2
1510,2018,07,1
2311,2018,07,1
2321,2018,07,2
2330,2018,07,1
2925,2018,07,1
2710,2017,07,2
2714,2017,07,1
2716,2017,07,1
2718,2017,07,2
2791,2017,07,1
2251,1999,07,1
2980,2019,07,3
1432,2002,07,1
2510,2002,07,2
2515,2002,07,1
2517,2002,07,1
1432,2014,07,2
1434,2014,07,1
2510,1998,07,2
2515,2014,07,3
2515,2019,07,3
2517,2014,07,3
2510,2004,07,2
2515,2013,07,1
1310,1998,07,1
2515,1998,07,1
2713,1814,07,1
286,1814,07,1
2910,2019,26,13
2510,1991,07,1
2510,1994,07,1
2510,2009,07,2
2515,2009,07,1
2510,1995,07,1
2515,1995,07,1
2517,2013,07,1
2510,1996,07,2
2510,2019,07,1
2515,1994,07,1
2565,2017,07,1
2661,2017,07,2
2663,2017,07,2
2910,2017,07,4
2915,2017,07,2
2940,2017,07,1
4331,2017,07,3
4734,2017,07,2
322,2003,07,1
1432,2010,07,1
1510,2010,07,1
1530,2010,07,1
2440,2010,07,1
2910,2010,07,1
3610,2016,07,1
2340,2015,26,1
2910,2015,26,6
4422,2015,26,1
1510,2019,26,4
1530,2019,26,9
1532,2017,26,2
2663,2019,26,8
1180,1999,07,1
1185,1999,07,1
1220,1999,07,1
1418,1999,07,1
1432,1999,07,1
1434,1999,07,1
2560,1999,07,1
2565,2010,07,1
2661,1999,07,1
2662,1999,07,1
2910,1999,07,1
2915,1999,07,1
2920,1999,07,2
2921,1999,07,1
2925,1999,07,1
2930,1999,07,1
2940,1999,07,1
299,1999,07,1
2221,1998,07,1
2920,1998,07,1
2210,1995,07,1
2731,1995,07,1
339,1995,07,1
361,1995,07,1
2410,1995,07,1
2415,1995,07,1
2330,2000,07,1
2910,2000,07,1
2925,2000,07,2
2712,2018,07,1
2560,2015,26,1
2565,2015,26,2
2931,2015,26,1
2940,2015,26,2
1434,2003,07,1
2520,1996,07,1
2770,2013,07,1
2771,2013,07,1
2790,2013,07,1
2791,2013,07,2
2915,1996,07,1
3,1991,07,1
361,1991,07,1
1412,2001,07,1
2560,2001,07,1
2565,2001,07,1
2920,2001,07,1
2940,2001,07,1
1412,2002,07,1
2210,2002,07,1
2221,2002,07,1
2731,2002,07,1
2920,2002,07,1
1510,2003,07,1
1532,2003,07,1
2530,2003,07,1
2531,2003,07,1
2565,2003,07,1
2921,2014,07,2
4734,2003,07,1
1530,1993,07,1
2410,1993,07,1
2415,1993,07,1
2515,2015,07,2
2517,2015,07,2
2710,2015,07,1
2716,2015,07,1
2780,2015,07,1
322,1979,07,3
1436,2016,07,1
1450,2016,07,1
1510,2016,07,2
2660,2016,07,1
2661,2016,07,2
2662,2016,07,4
2915,2016,07,1
3410,2016,07,1
4120,2016,07,2
4331,2016,07,3
2710,2014,07,2
2716,2014,07,2
286,1983,07,1
286,1981,07,3
2560,1994,07,1
2565,1994,07,1
81,1989,07,1
81QUA,1989,07,1
81TER,1989,07,1
286,1970,07,1
2410,2015,07,1
2415,2015,07,1
1414,2017,07,1
1421,2017,07,1
1434,2017,07,1
1450,2017,07,1
1510,2017,07,3
2630,2017,07,1
2910,2019,07,8
4140,2017,07,1
4320,2017,07,1
4511,2017,07,1
4802,2017,07,2
2712,1990,07,1
2713,1990,07,1
286,1990,07,1
1414,2019,07,2
1510,2019,07,1
1530,2019,07,2
2445,2019,07,2
2630,2019,07,1
2925,2019,07,2
3610,2019,07,1
89BIS,1995,07,1
2715,2004,07,1
2791,2020,07,1
2980,2006,07,1
2980,2016,07,9
2980,2017,07,5
2220,2020,26,6
2921,2016,26,5
4718,2019,26,3
4755,2019,26,1
2750,2018,07,1
2251,2017,07,2
1530,2016,07,1
1532,2016,07,1
2663,2016,07,2
2925,2015,07,1
2925,2016,07,2
1530,2002,07,1
1531,2002,07,1
2410,2002,07,1
2415,2002,07,1
1530,2017,07,2
1532,2017,07,2
2662,2017,07,1
2925,2017,07,2
4320,2019,07,1
4331,2019,07,2
1432,2005,07,1
1530,2005,07,2
2445,2005,07,1
2450,2005,07,1
2910,2005,07,2
2920,2005,07,3
2950,2005,07,1
2510,2005,07,2
2517,2005,07,2
2510,2003,07,1
2517,1814,07,3
1435,2017,07,1
2516,2017,07,1
2517,2017,07,1
2521,2017,07,1
2920,2017,07,1
4801,2017,07,1
2515,1814,07,2
2710,2018,07,2
2710,1814,07,1
2711,2018,07,1
2713,2018,07,1
2714,2018,07,1
2716,2018,07,1
2718,2018,07,1
2760,2018,07,1
2791,2018,07,1
322,1814,07,1
1510,2004,07,1
2340,2004,07,1
2340,2019,07,1
2910,2004,07,2
2920,2004,07,2
2521,1814,07,1
2915,1814,07,1
1185,2019,07,2
2565,2019,07,5
2260,2005,07,1
2515,2005,07,1
2662,2005,07,1
2710,2005,07,1
2713,2016,07,1
98BIS,2005,07,1
2510,2007,07,1
1131,2008,26,1
1185,2008,26,1
1432,2008,26,2
1510,2008,26,3
1530,2008,26,2
2250,2016,26,1
2251,2008,26,1
2255,2008,26,1
2260,2008,26,2
2662,2008,26,1
2663,2008,26,3
2910,2008,26,3
2920,2008,26,4
2925,2008,26,4
4755,2016,26,1
1412,2010,26,2
1432,2010,26,2
1510,1814,26,4
1530,2010,26,1
2662,2010,26,1
2663,2010,26,2
2920,2010,26,4
2925,2010,26,2
2410,1998,07,2
2415,1998,07,2
1530,2007,07,1
2662,1998,07,1
2663,2007,07,1
2925,1998,07,1
2925,2007,07,1
1532,2019,26,7
3660,2019,26,2
2517,2016,26,5
2515,1982,26,1
2517,2003,26,2
2130,2004,26,1
2515,2020,26,2
2515,2018,26,4
2517,2020,26,4
2515,2008,26,3
2781,2020,26,1
2910,2020,26,7
3532,2020,26,1
4310,2020,26,2
1435,2020,26,3
2510,2020,26,1
2930,2020,26,1
4734,2020,26,3
2510,1990,26,2
2712,2012,26,1
286,1987,26,1
2510,2013,26,5
2515,2013,26,5
2517,2013,26,2
2510,2009,26,8
2515,2009,26,3
2515,1990,26,2
2517,1990,26,1
2510,1986,26,1
2710,2013,26,8
2710,2007,26,1
2510,1998,26,2
2510,1983,26,2
2251,2017,26,2
4130,2017,26,6
2515,1814,26,3
2910,1814,26,8
2920,1814,26,7
2510,2019,26,5
2515,2015,26,3
2517,2018,26,7
2714,2016,26,2
2716,2016,26,3
1434,2016,26,1
2515,2016,26,3
2517,2019,26,11
4331,2016,26,2
4734,2016,26,2
2510,1982,26,1
2510,1984,26,1
1434,1814,26,4
2510,1975,26,2
2510,2001,26,2
2515,2001,26,1
2712,1987,26,1
2510,1997,26,1
2515,1997,26,2
2510,1974,26,1
2515,2019,26,10
2510,1994,26,3
1412,2014,26,1
1418,2014,26,1
1432,2014,26,6
2510,2011,26,5
2517,2014,26,4
2510,1987,26,2
2515,2007,26,5
2515,1981,26,1
2510,2008,26,3
1520,2009,26,1
2517,2009,26,2
2521,2009,26,1
2915,2009,26,1
2510,2007,26,2
2712,1997,26,1
2560,2004,26,2
2565,2004,26,1
2910,2004,26,3
2920,2004,26,5
2925,2004,26,3
2940,2004,26,1
2330,1814,26,1
1185,2019,26,6
2661,2019,26,5
2662,2019,26,3
2925,2019,26,7
1434,2019,26,3
1450,2019,26,1
2450,2019,26,2
2563,2019,26,1
4331,2019,26,5
4719,2011,26,1
2560,2017,26,2
2563,2017,26,1
2712,1996,26,1
2713,1996,26,1
1111,2010,26,3
1131,2010,26,2
2565,1997,26,3
2565,2010,26,6
1310,1998,26,1
1311,1994,26,2
2560,1994,26,3
2565,1994,26,3
2661,1994,26,1
2662,1998,26,3
2925,1994,26,3
1530,1991,26,1
2410,1991,26,1
2415,1991,26,1
2516,2019,26,1
2710,2019,26,8
2711,2019,26,2
2713,2019,26,3
2714,2019,26,3
2716,2019,26,2
2791,2019,26,2
2930,2019,26,1
286,1984,26,1
1412,1814,26,2
1435,2008,26,2
1530,1814,26,2
2221,1814,26,1
2230,1814,26,1
2255,1814,26,1
2921,1814,26,3
1530,2016,26,2
2940,2018,26,1
3460,2016,26,1
4210,2016,26,1
4440,2016,26,1
286,1990,26,1
286,1975,26,1
2760,2008,26,1
1511,2017,26,2
2220,2017,26,3
2221,2017,26,1
2663,2017,26,2
2910,2017,26,5
4735,2017,26,2
1510,2001,26,2
1530,2001,26,3
2925,2001,26,2
4220,2017,26,2
4320,2017,26,2
4331,2017,26,3
167,1999,26,1
2718,1999,26,1
2799,1999,26,1
2515,2005,26,1
2517,1995,26,1
2910,2005,26,3
4718,2015,26,2
1630,2019,26,1
2430,2019,26,1
2640,2018,26,1
3110,2019,26,1
3610,2019,26,1
4510,2019,26,3
1175,1998,26,1
2661,1998,26,1
2940,1998,26,1
1414,1996,26,1
211,1996,26,1
253,1996,26,2
2661,1996,26,1
2661,2000,26,1
2662,1996,26,1
2910,1996,26,1
2920,1996,26,1
2921,2000,26,1
2921,2014,26,3
2712,1985,26,1
286,1985,26,1
1435,2019,26,5
2921,2015,26,3
1110,2010,26,1
1136,2004,26,1
1136,2010,26,2
1138,2010,26,1
1171,2010,26,1
1172,2010,26,1
1180,2010,26,1
1190,2010,26,1
1415,2010,26,1
1523,2010,26,1
1611,2010,26,1
1630,2010,26,3
1710,2004,26,1
1711,2004,26,1
1715,2010,26,1
1735,2010,26,1
1810,2010,26,1
2560,2010,26,3
2799,2010,26,1
2910,2010,26,1
2410,1994,26,1
2415,1994,26,1
2925,2013,26,1
1435,2016,26,1
2711,2016,26,1
2713,2016,26,1
2717,2016,26,1
2718,2016,26,1
2791,2016,26,1
2795,2016,26,1
4718,2016,26,3
4725,2016,26,1
1435,2018,26,4
2710,2018,26,3
2712,2018,26,2
2713,2018,26,2
2714,2018,26,3
2716,2018,26,2
2718,2018,26,3
2791,2018,26,2
4734,2018,26,2
4511,2019,26,2
1978,2020,26,3
2562,2020,26,1
2940,2020,26,2
2712,1989,26,1
1414,2001,26,1
2450,2001,26,1
2661,2001,26,2
2662,2001,26,1
2910,2001,26,2
2915,2001,26,2
2921,2001,26,2
2940,2001,26,1
4718,2001,26,1
4734,2001,26,1
4802,2001,26,1
119,1976,26,1
255,1976,26,1
330,1976,26,1
2712,1990,26,2
1185,2020,26,6
2560,2020,26,1
2561,2020,26,1
2563,2020,26,1
2564,2020,26,1
2565,2020,26,2
2575,2020,26,1
4110,2020,26,1
4120,2020,26,1
2521,2005,26,2
2915,2000,26,1
1510,2005,26,2
2663,2018,26,5
2910,2018,26,8
2925,2018,26,2
4320,2018,26,1
4331,2018,26,1
1510,2016,26,6
2220,2016,26,4
2910,2016,26,3
4735,2016,26,4
1412,1996,26,1
2711,2018,26,1
1411,1997,26,1
1434,1997,26,2
1530,1997,26,1
2260,1997,26,1
2430,1997,26,1
2440,1997,26,1
2910,1997,26,1
2920,1997,26,3
329,1997,26,1
1111,2009,26,1
1131,2009,26,1
2565,2009,26,1
3260,2013,26,1
1414,2017,26,1
2311,2017,26,1
2565,2017,26,3
2566,2017,26,1
2575,2017,26,1
2660,2017,26,2
2661,2017,26,4
2662,2017,26,4
2915,2017,26,2
2921,2017,26,3
3410,2017,26,3
4511,2017,26,2
4802,2017,26,4
1511,2016,26,2
2221,2016,26,2
2925,2016,26,2
4802,2016,26,2
1432,1996,26,2
1434,1996,26,1
261BIS,1994,26,1
1433,1993,26,1
167,1993,26,1
251,1993,26,1
253,1993,26,1
1435,2022,26,1
2510,2022,26,1
2515,2022,26,1
2517,2022,26,1
2760,2019,26,1
2760,2022,26,1
2791,2020,26,1
2910,2022,26,1
2921,2019,26,3
2921,2022,26,1
3531,2022,26,1
3540,2019,26,1
3540,2022,26,2
4331,2022,26,1
2517,2015,26,2
1150,2010,26,1
1151,2010,26,1
2564,2010,26,1
1435,2014,26,3
2510,2014,26,2
2515,2014,26,4
2516,2014,26,1
2713,2014,26,1
2714,2014,26,1
2716,2014,26,1
2760,2014,26,1
2930,2014,26,1
3540,2014,26,1
2710,1994,26,1
