rubriques,years,departments,occurrences
2440,2003,25,2
2663,2018,25,1
2910,2003,25,3
2920,2003,25,3
2921,2003,25,1
3610,2018,25,1
4110,2018,25,1
4120,2018,25,1
4320,2018,25,1
4331,2018,25,1
4441,2018,25,1
4510,2018,25,1
4511,2018,25,1
4719,2018,25,1
4725,2018,25,1
2565,1988,25,1
253,1997,25,1
2920,1997,25,6
286,1977,25,1
1412,1996,25,1
81,1988,25,2
1630,2015,25,2
2565,2015,25,2
2661,2015,25,1
288,1814,25,4
2910,2015,25,2
4120,2015,25,2
4510,2015,25,1
4511,2016,25,2
1432,2005,25,3
1611,2005,25,1
2515,2005,25,3
2910,2005,25,3
2920,2005,25,2
322,2005,25,2
1532,1987,25,1
1111,2009,25,2
1131,2009,25,2
1172,2009,25,1
251,1814,25,3
255,1814,25,2
2552,2009,25,1
2565,2009,25,2
272,1814,25,1
284,1814,25,2
286,1814,25,11
1180,1990,25,1
2560,1973,25,2
2565,1990,25,1
1520,1998,25,1
2521,1998,25,1
253,1998,25,1
2910,1998,25,21
2915,1998,25,1
2920,1998,25,10
2340,1999,25,1
2345,1999,25,1
2910,1999,25,4
1432,2012,25,3
1435,2012,25,1
2712,2012,25,1
2713,2012,25,1
2714,2012,25,1
2791,2012,25,1
2930,2012,25,1
2560,1979,25,1
2712,1979,25,2
2713,1979,25,1
2716,2011,25,2
2791,1979,25,1
1432,1976,25,2
2910,1976,25,2
1111,1990,25,4
1111,2006,25,2
1136,1990,25,1
1136,2006,25,1
1136,2004,25,2
1175,1990,25,1
1412,1990,25,2
1416,1990,25,1
1416,2006,25,1
1418,2004,25,4
1432,1990,25,2
1434,2004,25,1
1530,2004,25,2
1611,1990,25,1
1630,2004,25,1
1720,1990,25,1
2410,1990,25,1
2560,1990,25,1
2561,1990,25,1
2564,1990,25,1
2565,2006,25,5
2567,1994,25,2
2575,2006,25,1
2910,1990,25,4
2920,1990,25,3
2921,2015,25,1
2925,1990,25,1
2925,2006,25,3
2712,1984,25,2
1530,1991,25,4
2410,1991,25,4
2415,1982,25,4
81TER,1991,25,3
1172,2013,25,1
1200,2008,25,2
1412,2008,25,1
1432,2008,25,3
1510,2008,25,1
211,1814,25,3
2255,2008,25,1
2920,2008,25,3
2925,2008,25,2
2515,1814,25,5
2560,1980,25,3
2710,1997,25,1
2560,1998,25,2
2565,1998,25,2
281,1998,25,2
355,1814,25,3
1111,1814,25,2
1172,1814,25,2
1173,2009,25,1
1530,2009,25,2
1611,2009,25,1
2925,1997,25,3
2940,1997,25,4
3260,2009,25,1
2712,1996,25,1
1435,2018,25,1
2510,2003,25,4
2510,2018,25,2
2515,1974,25,4
2515,2018,25,1
2515,2013,25,2
2517,2018,25,2
2517,2009,25,2
2930,2018,25,1
4734,2018,25,1
1520,1973,25,1
2510,2000,25,3
2515,2000,25,3
2518,2013,25,1
2521,1973,25,1
2522,2008,25,1
2910,1973,25,3
2915,1973,25,1
2510,1997,25,2
2510,2017,25,1
2515,1997,25,3
2510,2007,25,4
2515,2007,25,3
2510,1983,25,2
2510,2005,25,2
2515,1973,25,1
2510,2004,25,2
2515,2004,25,3
2510,2002,25,5
2515,2002,25,4
2510,1990,25,1
2510,2006,25,7
2515,1975,25,2
2515,2006,25,7
2515,2003,25,4
1432,2006,39,8
1433,2006,39,1
2450,2006,39,1
2560,2006,39,3
2661,2006,39,3
2662,2006,39,2
2910,2006,39,13
2920,2006,39,8
2925,2006,39,7
2940,2006,39,5
2510,2012,25,3
2515,2012,25,3
1434,2008,25,2
2510,2008,25,6
2515,2008,25,7
2515,1982,25,1
2510,2001,25,1
2515,2001,25,1
2260,2011,70,2
2710,2011,70,3
2791,2018,70,2
1172,2011,70,2
1200,2011,70,1
1220,2011,70,2
1411,2011,70,1
1418,2011,70,1
1432,2011,70,7
1510,2011,70,4
1530,2011,70,4
1532,2011,70,4
1611,2011,70,1
1630,2011,70,1
2340,2011,70,1
2560,2011,70,2
2910,2011,70,4
2915,2011,70,1
2920,2011,70,2
2510,1981,25,1
2515,1981,25,1
1136,1993,25,1
1175,1993,25,1
1412,1993,25,1
1432,1993,25,1
2560,1993,25,1
2561,1993,25,1
2562,2002,25,1
2563,2015,25,3
2564,1993,25,1
2565,1993,25,1
2575,1993,25,1
2920,1993,25,2
1432,2011,25,2
1435,2015,25,3
1435,2011,25,2
2713,2015,25,2
2713,2011,25,1
2714,2015,25,3
2716,2015,25,1
2791,2015,25,1
2930,2015,25,1
4734,2015,25,2
1432,1980,25,1
1720,1980,25,2
1721,1980,25,1
2561,1980,25,1
1532,2003,25,1
2410,2003,25,1
2415,2003,25,1
322,1977,25,8
169,1972,25,2
322,1981,25,1
1180,2001,25,8
2663,2001,25,1
1412,2001,25,1
1510,2001,25,1
2220,2001,25,2
2221,2001,25,2
167,2002,25,2
286,2002,25,1
329,2002,25,1
98BIS,2002,25,1
153BIS,2002,25,1
281,2002,25,1
2712,1814,25,2
2561,1998,25,2
2564,1998,25,1
2661,1998,25,2
2925,1998,25,1
2710,2013,70,9
2710,2012,70,1
1180,1976,25,1
1185,1976,25,1
1200,1976,25,1
1510,1976,25,1
1511,2011,25,1
2663,1976,25,1
2920,1976,25,2
2925,1976,25,1
2935,1814,25,3
1435,2002,25,1
2713,2002,25,1
2714,2002,25,1
2716,2002,25,1
2718,2002,25,1
2791,2002,25,1
2791,2010,25,1
2930,2002,25,1
253,1814,25,5
2560,1984,25,1
281,1814,25,6
255,1975,25,3
89BIS,1975,25,2
322,1975,25,1
1532,2002,25,1
2260,2002,25,3
2410,2002,25,5
2415,2002,25,6
2564,1814,25,3
2521,1814,25,4
261,1814,25,2
2415,1990,25,1
1435,1814,25,2
1521,1814,25,2
322,1974,25,1
2560,2004,25,2
2561,2004,25,2
2564,2004,25,3
2925,2004,25,5
1530,2002,25,4
2410,1814,25,8
2415,1814,25,7
2260,2005,25,4
2563,2014,25,4
2564,1982,25,1
1434,2010,25,2
2160,2010,25,1
2415,2010,25,1
2920,2010,25,5
1530,2000,25,2
1530,2006,25,1
1531,2001,25,2
1531,2006,25,1
2260,2006,25,1
2410,2006,25,2
81,1991,25,1
1611,1814,25,1
1630,1814,25,2
2771,2010,25,1
2710,2003,25,9
1532,2013,25,1
2410,2013,25,1
2415,2013,25,1
2445,1814,25,1
2712,2007,70,1
2713,1976,70,1
286,1814,70,3
2712,1992,70,1
1180,2009,25,1
1710,1814,25,2
1711,1814,25,2
1715,2009,25,1
1720,1814,25,4
2220,2009,25,1
2221,2009,25,1
2340,1980,25,1
361,1814,25,2
405,1814,25,6
406,1814,25,2
1510,2005,25,1
2662,2005,25,1
2663,2005,25,2
2925,2005,25,1
2510,1998,25,1
1220,2001,25,1
1418,2001,25,1
102,1814,25,1
257,1814,25,1
255,1964,25,1
261BIS,1978,25,1
68,1814,25,3
2791,2009,25,1
2794,2019,25,3
2791,1814,25,1
2710,2001,25,2
1111,2010,25,1
1532,2016,25,1
2160,2016,25,1
2260,2016,25,1
2515,2016,25,1
2714,2016,25,1
2718,2016,25,1
2920,2016,25,1
2715,2016,25,1
1412,2012,25,1
1532,2011,25,1
2560,2012,25,2
2661,2012,25,1
2662,2012,25,2
2910,2012,25,2
2915,2012,25,1
2925,2012,25,1
2712,2012,70,3
2713,2018,70,1
1532,2014,25,2
2910,2014,25,3
3110,2014,25,1
2522,1978,25,1
253,1949,25,1
2930,1978,25,2
286,1984,25,2
1432,1981,25,1
1434,1981,25,1
2221,1980,25,1
2240,1980,25,1
2920,1980,25,1
325,1980,25,1
1432,1973,25,1
2410,1973,25,1
2940,1973,25,1
1434,1994,25,9
253,1977,25,1
253,1987,25,1
254,1977,25,1
255,1977,25,1
2920,1977,25,1
2930,1977,25,2
33BIS,1977,25,1
1220,2012,25,1
1710,1985,25,1
2345,1998,25,1
2791,2005,25,2
2710,2014,70,3
2714,2002,70,1
2716,2002,70,1
2791,2014,70,3
2510,1978,25,1
2510,1985,25,2
128,1970,25,1
193BIS,1970,25,1
2560,1970,25,1
2711,1970,25,1
2713,1970,25,1
2714,1970,25,1
2716,1970,25,1
2718,1970,25,1
2791,1970,25,1
281,1970,25,1
284,1970,25,1
286,1970,25,1
255,1974,25,1
281,1974,25,1
33BIS,1974,25,1
6,1974,25,1
169,1975,25,3
281,1934,25,1
33BIS,1814,25,2
2710,2005,25,1
2713,2019,25,1
2791,2006,25,1
322,2006,25,1
2102,1984,25,1
3660,1984,25,1
1111,2005,39,1
2561,2005,39,2
2662,2005,39,2
2910,2007,39,2
4110,2005,39,1
4130,2005,39,1
2221,2008,25,1
2760,2015,39,1
1414,2019,39,3
1434,2019,39,2
4110,2019,39,2
1BIS,1989,39,1
288,1989,39,1
2662,1997,39,14
2663,1997,39,1
2925,1997,39,2
1180,1997,39,4
1185,2013,39,3
1220,2007,39,1
1412,1985,39,1
1412,2001,39,4
1418,2007,39,1
1432,2001,39,3
1434,2007,39,5
1530,2004,39,4
2560,2007,39,1
2564,1985,39,1
2564,2007,39,2
2661,1985,39,1
2661,1998,39,2
2661,2013,39,1
2662,1985,39,1
2663,1985,39,1
2663,2007,39,3
2910,2001,39,5
2920,1997,39,9
2925,1985,39,1
2940,2007,39,2
1532,1989,39,2
2410,2001,39,2
2415,1989,39,7
251,1980,39,1
4510,1989,39,2
81,1980,39,2
81QUA,1989,39,15
89,1980,39,1
1131,2009,39,6
1432,2009,39,4
2560,2009,39,2
2560,1996,39,1
2564,2009,39,1
2565,2009,39,7
2570,2009,39,2
2920,2009,39,7
2940,2009,39,2
2940,1996,39,1
3260,2009,39,5
120,1994,39,1
1520,1994,39,1
153BIS,1994,39,1
2515,1994,39,1
2521,1994,39,1
253,1994,39,1
1220,1997,39,1
1412,1997,39,1
211,1997,39,2
2565,1997,39,3
2940,1997,39,2
153BIS,1989,39,2
217,1989,39,2
2515,1989,39,1
2521,1989,39,1
2915,1989,39,1
4734,1989,39,2
4801,1989,39,1
405,1981,39,2
406,1981,39,1
81,1981,39,1
2410,1990,39,1
81TER,1989,39,8
167,1980,39,1
322,1980,39,1
286,2002,39,3
1531,2000,39,1
2560,2001,39,4
2920,2001,39,4
2925,2001,39,3
167,1998,39,2
322,1998,39,2
1173,2003,39,1
1432,2003,39,2
1530,2003,39,1
1532,2003,39,1
2260,2003,39,1
2410,2003,39,1
2415,2003,39,1
2560,2003,39,2
2920,2003,39,2
120,1995,39,2
2221,1995,39,2
2910,2011,39,3
2920,2011,39,1
361,1995,39,1
211,1987,39,1
2552,2005,39,3
2575,2006,39,1
284,1984,39,1
2921,2005,39,9
2921,2006,39,2
3250,2005,39,2
81BIS,1989,39,6
1434,2002,39,3
2925,1999,39,2
4734,1999,39,2
1435,1980,39,1
2713,1980,39,2
322,1814,39,1
1180,2006,39,1
1511,2011,39,1
1530,2006,39,7
153BIS,1986,39,1
1611,1986,39,1
1611,2006,39,1
1630,1986,39,1
1630,2006,39,3
2230,1986,39,1
2230,2006,39,1
242,1986,39,1
253,1986,39,2
2663,1986,39,1
2663,2006,39,3
2910,1986,39,1
2920,1986,39,1
2921,1986,39,1
2925,1986,39,1
361,1986,39,2
3642,2013,39,1
2515,1995,39,2
255,1969,39,1
272,1988,39,1
272BIS,1988,39,1
284,1973,39,1
153BIS,1976,39,1
2410,1999,39,2
2415,2012,39,3
255,1976,39,3
33BIS,1976,39,2
81,1976,39,1
81BIS,1976,39,1
1111,2009,39,5
1611,2009,39,3
1630,2009,39,3
251,1993,39,1
288,1993,39,3
2710,2014,39,3
2662,1987,39,1
2663,1987,39,1
2663,1988,39,2
2921,1987,39,1
2940,1987,39,1
4330,1993,39,1
4718,1988,39,1
2510,2007,39,5
2564,2005,39,4
1532,1982,39,1
2410,1982,39,1
3700,1989,39,1
2410,2004,39,2
1412,2006,39,2
1532,2013,39,1
211,1990,39,1
2410,2000,39,2
2940,2000,39,2
405,1983,39,2
81,1983,39,2
1220,2002,39,2
1530,2002,39,1
167,2002,39,2
2920,2002,39,3
4718,2002,39,2
1180,2003,39,1
2565,1994,39,2
2940,1994,39,1
405,1994,39,1
361,1976,39,1
286,1979,39,1
1520,1997,39,2
2517,1997,39,2
2521,1997,39,2
253,1997,39,3
2910,1997,39,5
2915,1997,39,3
2712,1997,39,1
286,1997,39,1
120,1992,39,1
153BIS,1992,39,1
183BIS,1992,39,1
217,1992,39,1
253,1992,39,2
66,1992,39,1
89BIS,1992,39,1
1220,2006,39,4
1418,2006,39,4
1434,2006,39,2
2160,2006,39,2
2240,2006,39,2
2355,2006,39,1
2730,2006,39,2
2731,2006,39,2
2750,2006,39,1
2930,2006,39,2
3642,2006,39,4
3650,2006,39,1
3710,2006,39,1
2712,1975,39,1
2712,1993,39,1
2791,2004,39,1
286,1993,39,1
322,2002,39,1
1180,2004,39,2
1190,2004,39,1
1418,2004,39,2
1432,2004,39,5
1630,2004,39,1
2565,1991,39,1
2566,1991,39,1
272,1991,39,2
282,1991,39,1
288,1991,39,1
2910,2004,39,6
2925,2004,39,3
2940,2004,39,4
1111,2004,39,4
1131,2004,39,1
2564,2004,39,2
2565,2004,39,2
2566,2004,39,1
3260,2004,39,1
405,1993,39,2
406,1993,39,1
167,1985,39,1
251,1985,39,1
2565,1985,39,1
2566,1985,39,1
288,1985,39,1
2910,1985,39,1
2565,1990,39,1
1155,2004,39,1
1172,2006,39,1
1173,2006,39,1
1331,2004,39,1
1434,2004,39,1
1510,2004,39,1
2160,2004,39,2
2175,2004,39,1
2260,2004,39,3
2515,2004,39,3
2930,2004,39,1
1158,1997,39,1
2560,1997,39,1
2567,1997,39,1
2575,1997,39,1
2660,1997,39,1
2661,1997,39,2
1630,2015,39,1
2565,2015,39,2
2575,2009,39,1
2575,2015,39,1
2910,2015,39,1
3260,2015,39,1
4110,2015,39,1
4120,2015,39,1
4130,2015,39,2
4140,2015,39,1
4440,2015,39,1
4510,2015,39,1
4511,2015,39,1
4718,2015,39,2
1520,1995,39,2
153BIS,1995,39,1
2521,1995,39,2
223,1979,39,1
2575,1994,39,1
2714,2014,70,2
2716,2014,70,2
2510,1992,39,2
2510,1998,39,5
2515,1987,39,1
2517,2018,39,1
2510,2006,39,3
2515,2006,39,3
2510,2000,39,4
2510,1995,39,2
2515,2003,39,7
2510,2002,39,8
254,1976,39,1
2510,1991,39,2
2510,2005,39,4
2510,2003,39,6
2510,1984,39,1
2510,2004,39,1
2515,1978,39,1
2510,1997,39,2
2515,2002,39,2
2515,1998,39,4
2515,2005,39,3
2510,2001,39,2
2515,1986,39,1
261,1986,39,1
1434,1999,39,1
1435,1999,39,2
167,1999,39,1
2795,1999,39,1
2910,1999,39,1
211,1974,39,1
1412,2012,39,1
1414,2000,39,1
1414,2012,39,1
2662,2000,39,2
2510,1814,70,1
2515,1814,70,1
1510,2004,70,1
1510,2015,70,1
2662,2004,70,3
2663,2015,70,1
2920,1814,70,2
2925,2015,70,1
2940,2015,70,1
167,2007,39,2
2517,2007,39,1
2711,2007,39,1
2712,2003,39,1
2712,2007,39,1
2713,2007,39,2
2714,2007,39,2
2716,2007,39,1
2718,2007,39,1
286,2007,39,1
322,2007,39,1
98BIS,2007,39,2
2515,2007,39,4
201,1974,39,1
2231,1995,39,1
253,1974,39,1
2920,2007,39,4
2712,2010,39,3
286,2010,39,1
2510,1814,39,1
2515,1814,39,1
2710,2008,39,2
2230,1995,39,1
1530,2008,39,1
2415,2008,39,1
1431,2012,39,1
1432,2012,39,1
1434,2012,39,1
2714,2012,39,1
2771,2012,39,1
2714,1998,39,2
2715,1998,39,1
2718,1998,39,1
2780,1998,39,1
2791,1998,39,1
1510,2013,39,1
268BIS,1993,39,1
2710,1993,39,2
2710,2013,39,5
2760,2012,39,1
1185,2004,39,1
1220,2004,39,1
1412,2004,39,2
2450,2004,39,1
2662,2004,39,1
2663,2004,39,1
1311,2000,39,1
286,1982,39,2
1432,2002,39,1
2517,2002,39,1
211,1985,39,1
2410,2012,39,1
2910,2012,39,2
2940,2012,39,1
2780,2011,39,1
120,1980,39,3
153BIS,1980,39,3
183BIS,1980,39,3
217,1980,39,3
253,1980,39,3
1434,1997,39,4
2221,1997,39,2
2221,2015,39,1
81,1989,39,2
322,1981,39,7
169,1969,39,1
169,1974,39,1
169,1976,39,1
2220,2004,39,1
1530,2007,39,3
2661,2007,39,3
1434,2005,39,1
2160,2005,39,3
2260,2005,39,2
1185,2005,39,1
2220,2005,39,2
2450,2005,39,1
4734,2005,39,1
268BIS,1997,39,1
2710,2006,39,1
1131,2007,39,1
2410,2007,39,1
2415,2007,39,1
81,1994,39,1
2340,2004,39,1
1434,2010,39,1
1435,2010,39,1
2560,2010,39,2
2565,2010,39,1
2910,2010,39,1
2920,2010,39,2
2940,2010,39,1
4120,2010,39,1
4331,2010,39,1
4719,2010,39,1
4725,2010,39,1
4734,2010,39,1
169,1968,39,1
201,1937,39,1
242,1937,39,1
322,1979,39,1
1531,2007,39,1
4718,1998,39,1
2920,1998,70,2
1510,1814,39,1
2260,1814,39,1
2661,1814,39,1
2662,1814,39,1
2920,1814,39,4
407,1961,39,1
1185,2006,39,1
2560,1986,39,1
2760,2008,70,3
2760,2014,70,4
2710,2017,70,6
2791,2017,70,3
2794,2018,70,1
4210,2015,70,1
4220,2010,70,1
322,1979,70,1
2781,2020,70,1
1435,2020,70,1
2516,2020,70,1
2517,2020,70,1
2521,2020,70,1
2910,2020,70,3
4718,2020,70,4
4734,2020,70,1
4801,2020,70,1
1331,2001,70,2
1434,2001,70,3
2160,2001,70,3
2175,2001,70,2
2260,2001,70,5
2910,2001,70,3
2920,2001,70,3
4510,2015,70,1
4511,2015,70,1
1111,1990,70,1
1131,1990,70,1
1172,1990,70,1
1532,1990,70,1
2410,1990,70,1
2415,1990,70,1
253,1990,70,1
2910,1990,70,1
81,1990,70,1
81TER,1990,70,1
1180,1994,70,1
1435,1994,70,1
1510,1994,70,2
1532,1994,70,1
2260,1994,70,1
2910,1994,70,1
2930,1994,70,1
4734,1994,70,1
1155,2001,70,2
1430,2001,70,1
2160,2000,70,1
1530,2019,70,1
2230,1993,70,1
253,1993,70,1
261BIS,1993,70,1
2752,1993,70,1
2910,1993,70,1
2921,2005,70,5
361,1993,70,3
4130,2019,70,1
4441,2017,70,1
4718,1993,70,1
4734,2017,70,5
4735,2006,70,1
1180,1996,70,1
1220,2009,70,2
1412,1996,70,1
1450,2009,70,2
167,2009,70,4
1715,2009,70,2
195,2009,70,1
195,2014,70,1
2515,2009,70,6
2551,2009,70,2
2560,2009,70,5
2560,2014,70,2
2565,1996,70,1
2575,2009,70,2
2663,2014,70,2
2713,2010,70,3
286,2009,70,1
2915,1996,70,1
2915,2009,70,3
2920,2009,70,7
2921,2009,70,3
2921,2014,70,2
2940,1996,70,2
2940,2009,70,8
3240,2014,70,1
4718,2009,70,1
4725,2009,70,1
4801,2009,70,1
2515,2008,70,3
2516,2018,70,1
2517,2017,70,3
2521,1980,70,1
4801,2018,70,1
1220,2000,70,1
1412,2000,70,2
1432,2000,70,2
2560,2000,70,1
2565,2000,70,1
2567,2000,70,1
2575,2000,70,1
2910,2000,70,1
2920,2000,70,1
2940,2000,70,1
1432,2008,70,4
1434,2008,70,1
1450,2008,70,1
153,1981,70,1
1530,2008,70,4
153BIS,1981,70,1
2260,2008,70,2
2410,2008,70,3
2575,2008,70,1
2661,2008,70,1
2662,2008,70,1
2910,2008,70,5
2915,2008,70,1
2920,2008,70,6
2921,2008,70,1
2925,2008,70,3
3610,1981,70,1
385QUA,1981,70,1
81,1981,70,1
81BIS,1981,70,1
2510,2001,70,3
2510,2008,70,3
2515,2001,70,3
1185,2020,70,1
2560,2020,70,4
2575,2020,70,2
2940,2020,70,1
4331,2020,70,1
4719,2020,70,1
4725,2020,70,1
2560,2012,70,2
281,1968,70,1
2940,2012,70,2
405,1968,70,1
4331,2016,70,2
4718,2016,70,3
4725,2012,70,1
4734,2012,70,1
1530,2012,70,2
225,1984,70,1
2661,1984,70,1
2662,2012,70,3
2714,1984,70,1
2920,2012,70,1
330,1984,70,1
333,1984,70,1
361,1984,70,1
4802,2016,70,5
89,1984,70,1
1418,2010,70,5
255,1814,70,2
2560,1976,70,1
2561,2018,70,1
2564,2018,70,1
2565,2017,70,1
2565,2008,70,2
281,1814,70,1
282,1814,70,1
2910,2018,70,4
2920,2010,70,10
2940,2008,70,3
4734,2018,70,2
1412,2011,70,1
1435,2011,70,2
2560,2015,70,1
2663,2011,70,2
2711,2011,70,1
2712,2011,70,3
2713,2011,70,3
2714,2011,70,3
2718,2011,70,2
3532,2017,70,1
1432,2010,70,12
1434,2010,70,7
1510,2010,70,6
2250,1980,70,1
2250,2010,70,1
2255,1980,70,1
2255,2010,70,1
2663,2010,70,6
2910,1980,70,1
2910,2010,70,7
286,1989,70,1
1532,2017,70,3
2410,2001,70,2
2415,1988,70,7
81,1965,70,1
81TER,1988,70,3
1173,2010,70,1
1220,2010,70,3
1412,2010,70,5
1433,2010,70,1
1530,2010,70,6
1611,2010,70,1
2410,2010,70,4
2560,2010,70,5
2564,2010,70,1
2565,2010,70,2
2575,2010,70,1
2925,2010,70,6
2940,2010,70,5
322,1983,70,1
2160,1998,70,1
2160,2009,70,3
2910,1998,70,2
2910,2009,70,7
1131,1980,70,1
1450,1980,70,2
1530,2018,70,1
261,1980,70,1
2640,2018,70,1
2662,2018,70,1
4110,2018,70,1
4150,2018,70,1
4331,2018,70,1
4510,2018,70,1
4511,2018,70,1
1511,2018,70,1
1532,2014,70,2
2230,1996,70,3
242,1992,70,1
253,1992,70,1
2662,1996,70,1
2920,2014,70,2
2925,2014,70,2
3,1992,70,1
361,1992,70,1
3643,2018,70,1
4441,2014,70,1
4510,2014,70,2
4718,2008,70,1
4719,2014,70,1
4802,2013,70,4
1131,1814,70,1
1158,1814,70,1
153BIS,1814,70,1
2663,1814,70,1
271,1814,70,1
1158,2012,70,1
1175,2001,70,1
1180,2001,70,1
1418,2001,70,1
1532,2012,70,2
1715,2013,70,1
211,2001,70,1
2260,2012,70,1
2410,2012,70,1
2575,2012,70,1
2791,2012,70,2
2910,2012,70,3
2915,2001,70,1
2915,2012,70,1
2925,2001,70,1
2940,2001,70,1
3610,2001,70,1
81,2001,70,1
81BIS,2001,70,1
2713,1997,70,1
1432,2014,70,1
2450,2014,70,1
2564,2014,70,1
2565,1961,70,3
2565,2014,70,2
281,1961,70,2
2940,2014,70,3
395,1961,70,1
4802,2014,70,2
322,1984,70,1
1432,2007,70,2
1532,2007,70,1
2410,2007,70,1
2415,2007,70,1
2910,2007,70,3
2920,2007,70,3
81,1988,70,1
1530,1988,70,2
2410,1988,70,5
4510,1988,70,1
2560,1987,70,1
2563,2020,70,1
2565,2020,70,4
1136,2011,70,1
1180,2005,70,1
1611,2005,70,1
1630,2005,70,1
2230,2005,70,1
2260,2005,70,2
2752,2005,70,1
2910,1989,70,1
2920,2005,70,3
3642,2005,70,1
1532,1987,70,1
2410,1987,70,1
2910,2017,70,3
1412,1995,70,1
1530,1998,70,1
1414,2010,70,1
1530,2014,70,2
2160,2010,70,2
2260,2010,70,3
2410,2014,70,1
2662,2010,70,2
2930,2010,70,2
1432,2009,70,3
153BIS,2009,70,1
2564,2009,70,1
2661,2009,70,1
2662,2009,70,1
2663,2009,70,1
2663,2012,70,2
2663,2013,70,6
2714,2012,70,1
272,2009,70,1
272BIS,2009,70,1
361,2009,70,1
1412,1975,70,1
1432,1975,70,1
2560,1975,70,2
2564,1975,70,1
2564,2020,70,1
2565,1975,70,2
2661,1975,70,1
2662,1975,70,1
282,1980,70,1
1131,1999,70,1
1434,1988,70,1
2260,1988,70,1
2920,1988,70,2
2230,2009,70,1
242,1996,70,1
2910,2016,70,3
2920,1996,70,2
4718,1996,70,1
1412,2009,70,1
2515,2016,70,2
2517,2016,70,3
2522,2009,70,2
2716,2016,70,1
2718,2016,70,1
2760,2013,70,2
2770,2016,70,1
2790,2013,70,2
2791,2016,70,1
2799,2009,70,1
3510,2016,70,1
3532,2019,70,1
3540,2016,70,1
3550,2016,70,1
1331,2009,70,1
183,1989,70,1
376BIS,1989,70,1
89,1989,70,1
2712,2013,70,2
2718,2013,70,1
286,1997,70,2
2930,2013,70,3
1175,2002,70,1
1432,2002,70,3
1521,2002,70,1
1611,2002,70,1
2661,2002,70,1
2662,2016,70,1
2910,2002,70,1
2915,2002,70,1
4330,2016,70,1
4510,2016,70,3
4511,2016,70,3
4801,2002,70,1
153BIS,1984,70,1
196BIS,1984,70,1
2321,1998,70,1
81BIS,1984,70,1
1131,2010,70,1
1131,2013,70,5
1172,2007,70,1
1173,2007,70,2
1173,2011,70,1
1180,2007,70,1
1436,2013,70,1
1530,2017,70,2
1715,2010,70,1
2260,2017,70,1
2360,2010,70,1
2410,2011,70,2
2661,2010,70,2
2661,2011,70,2
2921,2010,70,1
2925,2011,70,1
2925,2017,70,1
2930,2011,70,4
3260,2017,70,1
4130,2017,70,1
4320,2013,70,1
4321,2013,70,1
4331,2013,70,3
4718,2013,70,4
4718,2017,70,1
242,1991,70,1
361,1991,70,1
1530,2009,70,4
211,1998,70,1
2260,1998,70,1
2410,1998,70,1
2415,2009,70,1
2510,1993,70,1
2510,2014,70,1
2517,2014,70,1
2524,2014,70,1
2510,2006,70,4
2515,2006,70,4
2510,1972,70,2
2510,2009,70,2
2510,1998,70,3
2515,1998,70,1
2515,2017,90,1
2565,2017,90,3
2661,2017,90,2
2662,2017,90,2
4140,2017,90,1
4441,2017,90,1
4510,2017,90,1
4511,2017,90,1
2515,2002,70,2
2930,2002,70,1
2510,1982,70,1
2510,2007,70,2
2515,2007,70,3
89BIS,1998,70,1
2510,2003,70,2
2515,2003,70,1
225,1985,70,1
226,1985,70,1
2510,1985,70,1
2510,2011,70,4
2714,2018,70,2
2716,2018,70,1
2510,2005,70,1
2515,1997,70,3
2510,2002,70,1
2760,2005,70,1
286,1989,90,1
1180,1996,90,3
1434,1996,90,3
2230,2008,90,1
2230,2017,90,1
2231,1996,90,1
2663,2008,90,1
2910,2008,90,2
2920,1996,90,2
2920,2008,90,4
2925,1984,90,1
2930,1996,90,2
405,1814,90,2
4802,2017,90,2
2410,2017,70,1
1520,2009,70,1
2521,2009,70,2
1158,2011,70,1
2560,2001,70,1
2660,2004,70,1
2660,2011,70,1
2661,2001,70,1
2661,2004,70,1
2662,2011,70,1
2662,2001,70,1
2940,2011,70,1
2712,2010,70,2
286,2010,70,1
3260,2014,70,2
2510,2010,70,1
2515,2010,70,1
2517,2019,70,1
2521,2019,70,1
2522,2019,70,1
4734,2019,70,2
4801,2019,70,1
2102,2015,70,1
2210,2015,70,1
2980,2018,70,1
1432,2003,70,1
2560,2007,70,2
2575,2007,70,1
2910,2003,70,1
2925,2003,70,1
2940,2003,70,1
4310,2007,70,1
4719,2007,70,1
4725,2007,70,1
2920,2004,70,5
1220,2006,70,1
1432,2006,70,1
1435,2012,70,2
2515,2017,70,2
2663,2006,70,1
2712,2006,70,1
2713,2006,70,1
2714,2006,70,1
2910,2006,70,1
2920,2006,70,2
2925,2006,70,1
2930,2006,70,1
4330,2017,70,1
4331,2017,70,2
143,2004,70,1
1432,2004,70,4
1434,2004,70,1
1530,2004,70,1
2410,2004,70,3
2415,2004,70,1
1434,2009,70,2
2410,2009,70,2
2925,2009,70,2
1220,2004,70,1
1418,2004,70,1
1531,2004,70,1
1532,2004,70,2
2260,2004,70,1
2575,2004,70,1
2910,2004,70,2
2925,2004,70,2
2940,2004,70,2
1131,2009,90,1
1432,2009,90,1
2565,2009,90,1
2575,1993,90,2
2920,2009,90,1
2515,1994,90,1
2515,1814,90,1
2561,1988,90,1
2565,1988,90,1
2950,1988,90,1
1131,1987,90,2
1150,1987,90,1
1432,2000,90,1
1434,2000,90,1
1531,2000,90,1
2415,1987,90,1
81QUA,1987,90,2
